id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W4252790470,Current Notes on Meteorology,1903-10-16,0,journal-article,17774346,1,A5065265745,R. DeC. Ward,,,,1
W4254467971,CURRENT NOTES ON METEOROLOGY,1903-10-16,0,journal-article,17774347,1,A5017936054,R. DeC. Ward,,,,1
W2028266538,Direct Conversion of Graphite to Diamond in Static Pressure Apparatus,1962-09-28,79,journal-article,17774419,1,A5077278632,F. P. Bundy,"General Electric Research Laboratory, Schenectady, New York",General Electric (United States),I1332737386,1
W2057154295,Sexual Sterilization of Insects by Chemicals,1962-09-28,43,journal-article,17774414,1,A5053047701,Alexej B. Borkovec,"chemosterilants research in the Entomology Research Division of the U. S. Department of Agriculture, Agricultural Research Service, Beltsville, Md.",United States Department of Agriculture,I1336096307,1
W2057154295,Sexual Sterilization of Insects by Chemicals,1962-09-28,43,journal-article,17774414,1,A5053047701,Alexej B. Borkovec,"chemosterilants research in the Entomology Research Division of the U. S. Department of Agriculture, Agricultural Research Service, Beltsville, Md.",Agricultural Research Service,I1312222531,2
W1965733436,China at 1000 B.C.: A Cultural Mosaic: Study of early Chinese civilization requires the delicate details of local culture histories,1968-05-24,36,journal-article,17774393,1,A5017818857,Judith M. Treistman,"Cornell University Ithaca, New York",Cornell University,I205783295,1
W2088388798,Isolation of the Sex Attractant of the American Cockroach,1962-09-28,35,journal-article,17774420,1,A5071668510,D. R. A. Wharton,"Quartermaster Research and Engineering Center, Natick, Massachusetts","United States Army Natick Soldier Research, Development and Engineering Center",I2799998900,1
W2088388798,Isolation of the Sex Attractant of the American Cockroach,1962-09-28,35,journal-article,17774420,2,A5008193263,E. D. Black,"Quartermaster Research and Engineering Center, Natick, Massachusetts","United States Army Natick Soldier Research, Development and Engineering Center",I2799998900,1
W2088388798,Isolation of the Sex Attractant of the American Cockroach,1962-09-28,35,journal-article,17774420,3,A5056230027,Charles D. Merritt,"Quartermaster Research and Engineering Center, Natick, Massachusetts","United States Army Natick Soldier Research, Development and Engineering Center",I2799998900,1
W2088388798,Isolation of the Sex Attractant of the American Cockroach,1962-09-28,35,journal-article,17774420,4,A5067140750,Martha L. Wharton,"Quartermaster Research and Engineering Center, Natick, Massachusetts","United States Army Natick Soldier Research, Development and Engineering Center",I2799998900,1
W2088388798,Isolation of the Sex Attractant of the American Cockroach,1962-09-28,35,journal-article,17774420,5,A5027041570,M. L. Bazinet,"Quartermaster Research and Engineering Center, Natick, Massachusetts","United States Army Natick Soldier Research, Development and Engineering Center",I2799998900,1
W2088388798,Isolation of the Sex Attractant of the American Cockroach,1962-09-28,35,journal-article,17774420,6,A5017307949,John Walsh,"Quartermaster Research and Engineering Center, Natick, Massachusetts","United States Army Natick Soldier Research, Development and Engineering Center",I2799998900,1
W2061417068,Melting Point of Graphite at High Pressure: Heat of Fusion,1962-09-28,32,journal-article,17774418,1,A5077278632,F. P. Bundy,"General Electric Research Laboratory, Schenectady, New York",General Electric (United States),I1332737386,1
W2027988267,Soil Classification in the United States,1962-09-28,22,journal-article,17774413,1,A5035644549,Roy W. Simonson,"Soil classification and correlation, Soil Survey, U. S. Department of Agriculture, Soil Conservation Service, Washington, D.C.",Natural Resources Conservation Service,I1289387233,1
W2045148175,Metabolic Requirements for the Swimming Activity of Three Antarctic Fishes,1962-09-28,13,journal-article,17774417,1,A5012370308,Donald E. Wohlschlag,"Department of Biological Sciences, Stanford University, Stanford, California",Stanford University,I97018004,1
W3151656859,Stability and Change,1962-09-28,13,journal-article,17774412,1,A5002996047,Warren Weaver,"Alfred P. Sloan Foundation, Rockefeller Center, New York.",Alfred P. Sloan Foundation,I1331727996,1
W2016823464,Gravitational Inconsistency in the Lunar Theory: Numerical Determination,1968-05-24,11,journal-article,17774401,1,A5023709238,J. D. Mulholland,"Jet Propulsion Laboratory, California Institute of Technology, Pasadena 91103",Jet Propulsion Laboratory,I1334627681,1
W2016823464,Gravitational Inconsistency in the Lunar Theory: Numerical Determination,1968-05-24,11,journal-article,17774401,2,A5003744671,Charles J. Devine,"Jet Propulsion Laboratory, California Institute of Technology, Pasadena 91103",Jet Propulsion Laboratory,I1334627681,1
W2050921056,Chromatographic Validation of Two Morphologically Similar Hybrids of Different Origins,1962-09-28,11,journal-article,17774416,1,A5044945183,Ralph E. Alston,"Department of Botany and Plant Research Institute, University of Texas, Austin",The University of Texas at Austin,I86519309,1
W2050921056,Chromatographic Validation of Two Morphologically Similar Hybrids of Different Origins,1962-09-28,11,journal-article,17774416,2,A5079892525,B. L. Turner,"Department of Botany and Plant Research Institute, University of Texas, Austin",The University of Texas at Austin,I86519309,1
W2050921056,Chromatographic Validation of Two Morphologically Similar Hybrids of Different Origins,1962-09-28,11,journal-article,17774416,3,A5081931573,R. N. Lester,"Department of Botany and Plant Research Institute, University of Texas, Austin",The University of Texas at Austin,I86519309,1
W2050921056,Chromatographic Validation of Two Morphologically Similar Hybrids of Different Origins,1962-09-28,11,journal-article,17774416,4,A5064689420,David J. Horne,"Department of Botany and Plant Research Institute, University of Texas, Austin",The University of Texas at Austin,I86519309,1
W1981967384,A High-Resolution Orbiting Telescope: New techniques would lead to orbiting an optical telescope 25 times the diameter of Palomar's,1968-05-24,10,journal-article,17774392,1,A5033750587,G.K. O'Neill,"Princeton University, Princeton, New Jersey",Princeton University,I20089843,1
W2045704163,Crescentic Coastal Landforms,1968-05-24,8,journal-article,17774408,1,A5029024681,Gerald R. Schimke,"Arthur D. Little, Inc. Cambridge, Massachusetts 02140",Arthur D. Little (United States),I149290949,1
W1967895794,Inorganic Nitrogen Compounds in Ocean Stagnation and Nutrient Resupply,1968-05-24,7,journal-article,17774405,1,A5016974638,R. Sen Gupta,,,,1
W1972435511,Gravitational Inconsistency in the Lunar Theory: Confirmation by Radio Tracking,1968-05-24,7,journal-article,17774402,1,A5006317533,Clifford N. Cary,"Jet Propulsion Laboratory, California Institute of Technology. Pasadena 91103",Jet Propulsion Lab,I1334627681,1
W1972435511,Gravitational Inconsistency in the Lunar Theory: Confirmation by Radio Tracking,1968-05-24,7,journal-article,17774402,2,A5091743608,W. L. Sjogren,"Jet Propulsion Laboratory, California Institute of Technology. Pasadena 91103",Jet Propulsion Lab,I1334627681,1
W2026006911,Surveyor V: Chemical Observations,1968-05-24,4,journal-article,17774406,1,A5020000407,T. Gold,,,,1
W1974524485,The Intellectual Conditions for the Science of Embryology,1902-03-21,3,journal-article,17774423,1,A5032267142,William Brooks,Johns Hopkins University,Johns Hopkins University,I145311948,1
W1981995138,Denver Meteorite: A New Fall,1968-05-24,3,journal-article,17774404,1,A5012585349,Brian Mason,,,,1
W1981995138,Denver Meteorite: A New Fall,1968-05-24,3,journal-article,17774404,2,A5044393706,E. Jarosewich,,,,1
W2091912720,The Air We Breathe,1911-03-31,3,journal-article,17774433,1,A5059355555,William Kent,,,,1
W2091912720,The Air We Breathe,1911-03-31,3,journal-article,17774433,2,A5036643662,William J. Crowell,,,,1
W2091912720,The Air We Breathe,1911-03-31,3,journal-article,17774433,3,A5016128149,Louis Cleveland Jones,,,,1
W3025816782,Birth Control: Swedish Government Has Ambitious Program to Offer Help to Underdeveloped Nations,1962-09-28,3,journal-article,17774415,1,A5029948473,Daniel S. Greenberg,,,,1
W1968200088,Deformation Lamellae in Quartz,1968-05-24,2,journal-article,17774407,1,A5057766246,Bevan M. French,,,,1
W1968200088,Deformation Lamellae in Quartz,1968-05-24,2,journal-article,17774407,2,A5016288498,William R. Greenwood,,,,1
W1969573149,Third Annual Meeting of the Botanists of the Central States,1902-03-21,2,journal-article,17774424,1,A5075999878,Albert Schneider,,,,1
W1987660528,Studies on the Metric System Proposal,1962-09-28,2,journal-article,17774410,1,A5049325684,Joseph Mayer,"929 Chestnut Lane, Oxford, Ohio",Chestnut Hill College,I202522242,1
W2003687708,The Beginnings of Intelligence,1911-03-31,2,journal-article,17774429,1,A5000916689,S. J. Holmes,University of Wisconsin,,,1
W2026837111,Alluvial-Flat Redwoods: Impact of Flood Control,1968-05-24,2,journal-article,17774386,1,A5080239162,Bestor Robinson,,,,1
W1970102286,"Military Funds: Senate Whets the Ax for ABM, Research, ""Think Tanks""",1968-05-24,1,journal-article,17774394,1,A5046988325,Bryce Nelson,,,,1
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,1,A5004901663,Carl R. Smith,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",MIT Lincoln Laboratory,I4210122954,1
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,1,A5004901663,Carl R. Smith,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",Massachusetts Institute of Technology,I63966007,2
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,2,A5044494946,G. H. Pettengill,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",MIT Lincoln Laboratory,I4210122954,1
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,2,A5044494946,G. H. Pettengill,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",Massachusetts Institute of Technology,I63966007,2
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,3,A5050866446,I. I. Shapiro,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",MIT Lincoln Laboratory,I4210122954,1
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,3,A5050866446,I. I. Shapiro,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",Massachusetts Institute of Technology,I63966007,2
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,4,A5087315283,Franklin S. Weinstein,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",MIT Lincoln Laboratory,I4210122954,1
W2166531757,Discrepancies between Radar Data and the Lunar Ephemeris,1968-05-24,1,journal-article,17774403,4,A5087315283,Franklin S. Weinstein,"Lincoln Laboratory Massachusetts Institute of Technology, Lexington,",Massachusetts Institute of Technology,I63966007,2
W2397310483,McCarthy Takes Lead in Lining Up Support of Scientists,1968-05-24,1,journal-article,17774400,1,A5047328826,Biava Pm,,,,1
W3208887875,Letters,1968-05-24,1,journal-article,17774389,1,A5042120030,E. C. Stone,"School of Forestry and Conservation, University of California. Berkeley 94720","University of California, Berkeley",I95457486,1
W3208887875,Letters,1968-05-24,1,journal-article,17774389,2,A5072386462,Richard B. Vasey,"School of Forestry and Conservation, University of California. Berkeley 94720","University of California, Berkeley",I95457486,1
W4246733385,Engineering Notes,1902-03-21,1,journal-article,17774427,1,A5007120640,R. H. Thurston,,,,1
W1963790414,THE ENDOWMENT OF RESEARCH,1902-03-21,0,journal-article,17774426,1,A5070256712,Arthur Hollick,,,,1
W1965829074,The Distribution of Vacations at American Universities,1902-03-21,0,journal-article,17774422,1,A5074856097,Charles S. Minot,Harvard Medical School,Harvard University,I136199984,1
W1999365069,Dissent or Disrupt,1968-05-24,0,journal-article,17774391,1,A5072400356,Dael Wolfle,,,,1
W2003032904,West Germany's Science Funds,1968-05-24,0,journal-article,17774388,1,A5041277716,Manfred Kroger,"College of Agriculture, Pennsylvania State University, University Park 16802",Pennsylvania State University,I130769515,1
W2012327671,ORIGIN OF THE SEDIMENTS AND COLORING MATTER OF THE RED BEDS OF OKLAHOMA,1912-03-01,0,journal-article,17774384,1,A5024090987,J. W. Beede,,,,1
W2031629415,Early Comments on the Moon Illusion,1962-09-28,0,journal-article,17774411,1,A5083295702,Norman I. Harway,"School of Medicine and Dentistry,† University of Rochester, Rochester, New York",University of Rochester,I5388228,1
W2032548741,World Population Problem,1962-09-28,0,journal-article,17774409,1,A5061390123,A. G. Huntsman,"Department of Zoology, University of Toronto, Toronto, Canada",University of Toronto,I185261750,1
W2038566494,On Manly's Less Stately Jargon,1968-05-24,0,journal-article,17774387,1,A5045634947,N. Herz,"3402 Cummings Lane, Chevy Chase, Maryland 20015",Short and Associates (United States),I4210132358,1
W2041874006,Micro-Revolt of the Microbiologists over Detrick Tie,1968-05-24,0,journal-article,17774396,1,A5046988325,Bryce Nelson,,,,1
W2049466059,Israel: Science-Based Industry Figures Large in Economic Plans,1968-05-24,0,journal-article,17774398,1,A5072982991,Robert J. Samuelson,,,,1
W2071789730,"Did They Find ""Cro-Magnuson"" Man?",1968-05-24,0,journal-article,17774399,1,A5004171529,Philip M. Boffey,,,,1
W2129662306,Academe's Window,1968-05-24,0,journal-article,17774390,1,A5068990641,A. D. McLaren,,,,1
W2415625635,New National Science Board Members,1968-05-24,0,journal-article,17774395,1,A5004171529,Philip M. Boffey,,,,1
W4232411241,The Endowment of Research,1902-03-21,0,journal-article,17774425,1,A5061065611,F. W. Very,,,,1
W4243383262,University Fellowships,1911-03-31,0,journal-article,17774434,1,A5081116304,Guido H. Marx,"Stanford University, Cal.",Stanford University,I97018004,1
W4249387916,THE ENTOMOLOGICAL SOCIETY OF AMERICA,1912-03-01,0,journal-article,17774385,1,A5037802484,Alex. D. Macgillivray,,,,1
W1986095510,Image of the Scientist among High-School Students,1957-08-30,474,journal-article,17774477,1,A5008723711,Margaret Mead,"American Museum of Natural History, New York), (Cornell Medical College, New York.",American Museum of Natural History,I1338124936,1
W1986095510,Image of the Scientist among High-School Students,1957-08-30,474,journal-article,17774477,1,A5008723711,Margaret Mead,"American Museum of Natural History, New York), (Cornell Medical College, New York.",Cornell University,I205783295,2
W1986095510,Image of the Scientist among High-School Students,1957-08-30,474,journal-article,17774477,2,A5022491101,Rhoda Métraux,,,,1
W2044398806,The Origin of Nine Wing Mutations in <i>Drosophila</i>,1911-03-31,41,journal-article,17774436,1,A5079834850,T. H. Morgan,Columbia University,Columbia University,I78577930,1
W2073858973,"The ""Clock Paradox"" and Space Travel",1957-08-30,15,journal-article,17774476,1,A5084958545,Edwin M. McMillan,"Professor of physics and member of the staff of the Radiation Laboratory at the University of California, Berkeley.","University of California, Berkeley",I95457486,1
W2086164626,EMPIRICISM AND RATIONALISM,1926-07-16,10,journal-article,17774466,1,A5010691664,Edwin B. Wilson,,,,1
W2012352489,SEX-LIMITED INHERITANCE IN CATS,1912-08-02,9,journal-article,17774458,1,A5041250915,L. Doncaster,,,,1
W2033072172,Respiratory Competence in the Diagnosis of Gene-Controlled Phenotypes in Saccharomyces,1957-08-30,6,journal-article,17774481,1,A5016127281,Carl C. Lindegren,"Biological Research Laboratory, Southern Illinois University, Carbondale",Southern Illinois University Carbondale,I110378019,1
W2033072172,Respiratory Competence in the Diagnosis of Gene-Controlled Phenotypes in Saccharomyces,1957-08-30,6,journal-article,17774481,2,A5016161262,Maurice Ogur,"Biological Research Laboratory, Southern Illinois University, Carbondale",Southern Illinois University Carbondale,I110378019,1
W2033072172,Respiratory Competence in the Diagnosis of Gene-Controlled Phenotypes in Saccharomyces,1957-08-30,6,journal-article,17774481,3,A5009190527,David Pittman,"Biological Research Laboratory, Southern Illinois University, Carbondale",Southern Illinois University Carbondale,I110378019,1
W2033072172,Respiratory Competence in the Diagnosis of Gene-Controlled Phenotypes in Saccharomyces,1957-08-30,6,journal-article,17774481,4,A5002446320,Gertrude Lindegren,"Biological Research Laboratory, Southern Illinois University, Carbondale",Southern Illinois University Carbondale,I110378019,1
W2058333726,Depths of Leaching in Glacial Deposits,1957-08-30,6,journal-article,17774482,1,A5012334337,Aleksis Dreimanis,"Department of Geology, University of Western Ontario, London",Western University,I125749732,1
W2026828425,ANALYSIS OF THE COLOR OF THE SKIN AND ITS SIGNIFICANCE,1926-07-16,5,journal-article,17774473,1,A5037583326,Charles Sheard,"Section On Physics and Biophysical Research, Mayo Clinic and the Mayo Foundation, Rochester, Minnesota",Mayo Clinic,I1330342723,1
W2064069839,End Groups of Oxidized Rubber,1957-08-30,4,journal-article,17774480,1,A5021226832,Bevilacqua Em,"Research Center, United States Rubber Company, Wayne, New Jersey",,,1
W2005302730,CILIARY ACTIVITY OF THE OYSTER,1926-07-16,3,journal-article,17774474,1,A5049517050,Thurlow C. Nelson,,,,1
W2090203969,THE INHERITANCE OF SKIN COLOR,1912-08-02,3,journal-article,17774460,1,A5042526153,H. E. Jordan,University of Virginia,University of Virginia,I51556381,1
W4229891802,Nuclear Energy,1972-12-01,3,journal-article,17774497,1,A5017489592,John T. Edsall,,,,1
W1966759298,THE PENETRATING RADIATION,1908-02-28,2,journal-article,17774491,1,A5085252536,W. W. Strong,,,,1
W2023790437,Methods for the Determination of Replaceable Bases in Soils,1926-07-16,2,journal-article,17774472,1,A5053335302,P. S. Burgess,,,,1
W2023790437,Methods for the Determination of Replaceable Bases in Soils,1926-07-16,2,journal-article,17774472,2,A5009017279,J. F. Breazeale,,,,1
W2065340459,SIDNEY IRVING SMITH,1926-07-16,2,journal-article,17774467,1,A5042746119,A. E. Verrill,,,,1
W2065650341,RESULTS OF PURE CULTURE STUDIES ON PHYLLOSTICTA PIRINA SACC,1912-08-02,2,journal-article,17774463,1,A5025934925,C. H. Crabill,,,,1
W1973492675,THE STRUCTURE AND FORMATION OF BAST FIBERS IN FLAX,1926-07-16,1,journal-article,17774468,1,A5003209055,Donald B. Anderson,"The Department of Botany, Ohio State University",The Ohio State University,I52357470,1
W2019808298,THE PREPARATION OF UNBROKEN POLLEN MOTHERCELLS AND OTHER CELLS FOR STUDIES IN MITOSIS,1912-08-02,1,journal-article,17774461,1,A5028204999,Albert Mann,,,,1
W2025845317,PAUL CASPAR FREER,1912-08-02,1,journal-article,17774455,1,A5061662610,Richard P. Strong,,,,1
W2025845317,PAUL CASPAR FREER,1912-08-02,1,journal-article,17774455,2,A5059736669,Charles S. Banks,,,,1
W2025845317,PAUL CASPAR FREER,1912-08-02,1,journal-article,17774455,3,A5011005528,E. D. Merrill,,,,1
W2025845317,PAUL CASPAR FREER,1912-08-02,1,journal-article,17774455,4,A5008701089,Alvin J. Cox,,,,1
W2025845317,PAUL CASPAR FREER,1912-08-02,1,journal-article,17774455,5,A5083116409,Oscar Teague,,,,1
W2025845317,PAUL CASPAR FREER,1912-08-02,1,journal-article,17774455,6,A5089899334,A. E. Southard,,,,1
W2034470638,Anthropology at the Providence Meeting,1911-03-31,1,journal-article,17774438,1,A5053634692,George Grant MacCurdy,"Yale University, New Haven, Conn.",Yale University,I32971472,1
W2079637704,THE AMERICAN CHEMICAL SOCIETY AND SECTION C OF THE AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,1908-02-21,1,journal-article,17774485,1,A5047074738,Bob Curry,,,,1
W1422588939,THE BOTANICAL SOCIETY OF AMERICA,1908-02-28,0,journal-article,17774487,1,A5080915149,George Harrison Shull,,,,1
W1966399529,A REVERSAL OF THE ROWLAND EFFECT,1912-08-02,0,journal-article,17774462,1,A5065036770,Francis E. Nipher,,,,1
