inst_id,inst,country_code,country,city,region,type,which_inst,associated,associated_id,associated_country,associated_type,associated_rel,which_assoc
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,Institut Lavoisier de Versailles,I4210165330,FR,facility,child,8
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,Laboratoire Printemps,I4210093283,FR,facility,child,9
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,Laboratoire des Sciences du Climat et de l'Environnement,I4210124937,FR,facility,child,10
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,Laboratory of Space Studies and Instrumentation in Astrophysics,I4210120578,FR,facility,child,11
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,Maison de la Simulation,I4210125654,FR,facility,child,12
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,University of Paris-Saclay,I277688954,FR,education,parent,13
I195731000,Versailles Saint-Quentin-en-Yvelines University,FR,France,Versailles,,education,54,Raymond Poincaré University Hospital,I4210134648,FR,healthcare,related,14
I196021976,Walter and Eliza Hall Institute of Medical Research,AU,Australia,Melbourne,Victoria,nonprofit,55,,,,,,1
I195939026,Glasgow Caledonian University,GB,United Kingdom,Glasgow,,education,56,Caledonian College of Engineering,I4210105900,OM,education,related,1
I195939026,Glasgow Caledonian University,GB,United Kingdom,Glasgow,,education,56,Golden Jubilee National Hospital,I2802124073,GB,healthcare,related,2
I194716290,China Academy of Space Technology,CN,China,Beijing,,government,57,China Aerospace Science and Technology Corporation,I2802615301,CN,government,parent,1
I194839184,Liverpool School of Tropical Medicine,GB,United Kingdom,Liverpool,,other,58,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,I2799451200,MW,facility,related,1
I196051555,Shahid Chamran University of Ahvaz,IR,Iran,Ahvāz,,education,59,,,,,,1
I195019228,Yunnan Agricultural University,CN,China,Kunming,Yunnan,education,60,,,,,,1
I195024194,Riphah International University,PK,Pakistan,Rawalpindi,,education,61,,,,,,1
I195740183,University of Moratuwa,LK,Sri Lanka,Moratuwa,,education,62,,,,,,1
I195444995,Aichi Gakuin University,JP,Japan,Nagoya,,education,63,,,,,,1
I195631090,Majmaah University,SA,Saudi Arabia,Riyadh,,education,64,,,,,,1
I195575238,Middlebury College,US,United States,Middlebury (village),Vermont,education,65,,,,,,1
I194672558,Autonomous University of Coahuila,MX,Mexico,Saltillo,,education,66,,,,,,1
I196038209,Hunan University of Arts and Science,CN,China,Changde,,education,67,,,,,,1
I195573530,Janelia Research Campus,US,United States,Ashburn,Virginia,facility,68,Howard Hughes Medical Institute,I1344073410,US,nonprofit,parent,1
I195893171,Zuse Institute Berlin,DE,Germany,Berlin,,facility,69,Weierstrass Institute for Applied Analysis and Stochastics,I4210092021,DE,facility,related,1
I195525897,Research Institute of Molecular Pathology,AT,Austria,Vienna,,facility,70,,,,,,1
I195459967,Mizoram University,IN,India,Aizawl,,education,71,,,,,,1
I195931504,Egerton University,KE,Kenya,Nakuru,,education,72,,,,,,1
I19514445,Victor Chang Cardiac Research Institute,AU,Australia,Sydney,New South Wales,nonprofit,73,UNSW Sydney,I31746571,AU,education,related,1
I194456095,California Institute for Regenerative Medicine,US,United States,San Francisco,California,government,74,,,,,,1
I194701111,Ukrainian Medical Stomatological Academy,UA,Ukraine,Poltava,,education,75,,,,,,1
I195165,Unitika (Japan),JP,Japan,Osaka,,company,76,,,,,,1
I195610458,Maseno University,KE,Kenya,Kisumu,,education,77,,,,,,1
I194601409,Cooperative Institute for Mesoscale Meteorological Studies,US,United States,Norman,Oklahoma,facility,78,,,,,,1
I194669558,Akebono (Japan),JP,Japan,Hanyū,,company,79,,,,,,1
I196064397,Ludwig Cancer Research,BE,Belgium,Brussels,,nonprofit,80,Ludwig Cancer Research,I4210150094,US,nonprofit,parent,1
I194629146,School of the Art Institute of Chicago,US,United States,Chicago,Illinois,education,81,,,,,,1
I195875291,Ashland University,US,United States,Ashland,Ohio,education,82,,,,,,1
I194999787,Cancer Council Queensland,AU,Australia,Fortitude Valley,Queensland,nonprofit,83,,,,,,1
I195373058,Honam University,KR,South Korea,Gwangju,,education,84,,,,,,1
I196137440,International University of Japan,JP,Japan,Niigata,,education,85,,,,,,1
I195674560,British Nutrition Foundation,GB,United Kingdom,London,England,nonprofit,86,,,,,,1
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Center for Discrete Mathematics and Theoretical Computer Science,I2799411422,US,facility,child,1
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,New Jersey Space Grant Consortium,I4210086200,US,other,child,2
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Hackensack University Medical Center,I1324520350,US,healthcare,related,3
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,John F. Kennedy Medical Center,I4210162446,US,healthcare,related,4
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Muhlenberg Regional Medical Center,I2801555636,US,healthcare,related,5
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Overlook Medical Center,I2800099964,US,healthcare,related,6
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Raritan Bay Medical Center,I4210118587,US,healthcare,related,7
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Riverview Medical Center,I2802992155,US,healthcare,related,8
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Robert Wood Johnson University Hospital,I1297760795,US,healthcare,related,9
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Saint Barnabas Medical Center,I1283092701,US,healthcare,related,10
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Saint Peter's University Hospital,I1339963072,US,healthcare,related,11
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,Somerset Medical Center,I2800054365,US,healthcare,related,12
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,The Bristol-Myers Squibb Children's Hospital,I4210146588,US,healthcare,related,13
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,"University Hospital, Newark",I2801683584,US,healthcare,related,14
I195342982,"Rutgers, The State University of New Jersey",US,,,,education,87,VA New Jersey Health Care System,I4210087687,US,healthcare,related,15
I195296446,Temasek Polytechnic,SG,Singapore,Singapore,,education,88,,,,,,1
I195846302,China Foreign Affairs University,CN,China,Beijing,,education,89,,,,,,1
I195729267,Njala University,SL,Sierra Leone,Bo,,education,90,Sierra Leone Urban Research Centre,I4210149513,SL,nonprofit,child,1
I195729267,Njala University,SL,Sierra Leone,Bo,,education,90,University of Sierra Leone,I182377803,SL,education,parent,2
I195377678,Gokhale Institute of Politics and Economics,IN,India,Pune,Maharashtra,education,91,,,,,,1
I195557943,Lighthouse Guild,US,United States,New York,New York,nonprofit,92,,,,,,1
I195761179,Hsing Wu University,TW,Taiwan,Taipei,,education,93,,,,,,1
I196151661,Latham & Watkins (United States),US,United States,Los Angeles,California,company,94,,,,,,1
I19515543,National Root Crops Research Institute,NG,Nigeria,Umuahia,,facility,95,,,,,,1
I196085903,Royal College of Physicians of Ireland,IE,Ireland,Dublin,,education,96,,,,,,1
I195994619,Hokusei Gakuen University,JP,Japan,Sapporo,,education,97,,,,,,1
I195893879,National Agricultural Research Institute,PG,Papua New Guinea,Lae,,facility,98,,,,,,1
I195608997,Dar es Salaam Institute of Technology,TZ,Tanzania,Dar es Salaam,,education,99,,,,,,1
I19547980,American InterContinental University,US,United States,Schaumburg,Illinois,education,100,,,,,,1
I196272386,Providence College,US,United States,Providence,Rhode Island,education,101,,,,,,1
I196699116,Wuhan University of Technology,CN,China,Wuhan,,education,102,,,,,,1
I196349391,University of Ulm,DE,Germany,Ulm,,education,103,Center for Integrated Quantum Science and Technology,I4210113675,DE,facility,child,1
I196349391,University of Ulm,DE,Germany,Ulm,,education,103,Forschungsinstitut für Anwendungsorientierte Wissensverarbeitung,I4210146216,DE,nonprofit,child,2
I196349391,University of Ulm,DE,Germany,Ulm,,education,103,Fachklinik für Neurologie Dietenbronn,I4210152882,DE,healthcare,related,3
I196349391,University of Ulm,DE,Germany,Ulm,,education,103,Institute for Laser Technology in Medicine and Measurement Technique,I4210130914,DE,nonprofit,related,4
I196349391,University of Ulm,DE,Germany,Ulm,,education,103,University Hospital Ulm,I4210155144,DE,healthcare,related,5
I196829312,La Trobe University,AU,Australia,Melbourne,Victoria,education,104,Austin Hospital,I2800453128,AU,healthcare,related,1
I196829312,La Trobe University,AU,Australia,Melbourne,Victoria,education,104,Box Hill Hospital,I1342782366,AU,healthcare,related,2
I196829312,La Trobe University,AU,Australia,Melbourne,Victoria,education,104,Royal Women's Hospital,I1331142282,AU,healthcare,related,3
I19700959,Florida International University,US,United States,Miami,Florida,education,105,State University System of Florida,I2801649442,US,education,parent,1
I19700959,Florida International University,US,United States,Miami,Florida,education,105,Jackson Memorial Hospital,I2802864460,US,healthcare,related,2
I19700959,Florida International University,US,United States,Miami,Florida,education,105,Miami Children's Hospital,I4210146630,US,healthcare,related,3
I196345858,Chungnam National University,KR,South Korea,Daejeon,,education,106,Chungnam National University Hospital,I4210143602,KR,healthcare,related,1
I19648265,Wright State University,US,United States,Dayton,Ohio,education,107,University System of Ohio,I2802096936,US,education,parent,1
I19648265,Wright State University,US,United States,Dayton,Ohio,education,107,Dayton Children's Hospital,I4210120983,US,healthcare,related,2
I19648265,Wright State University,US,United States,Dayton,Ohio,education,107,Dayton VA Medical Center,I4210131414,US,healthcare,related,3
I19648265,Wright State University,US,United States,Dayton,Ohio,education,107,Good Samaritan Hospital,I4210095347,US,healthcare,related,4
I196355604,National Research Tomsk State University,RU,Russia,Tomsk,,education,108,,,,,,1
I196817621,Carnegie Institution for Science,US,United States,Washington D.C.,District of Columbia,government,109,Carnegie Observatories,I4210124388,US,facility,child,1
I196817621,Carnegie Institution for Science,US,United States,Washington D.C.,District of Columbia,government,109,Department of Embryology,I4210117844,US,facility,child,2
I196817621,Carnegie Institution for Science,US,United States,Washington D.C.,District of Columbia,government,109,Department of Plant Biology,I4210095419,US,facility,child,3
I196817621,Carnegie Institution for Science,US,United States,Washington D.C.,District of Columbia,government,109,Department of Terrestrial Magnetism,I4210161690,US,facility,child,4
I196817621,Carnegie Institution for Science,US,United States,Washington D.C.,District of Columbia,government,109,Geophysical Laboratory,I4210150103,US,facility,child,5
I19630809,Mario Negri Institute for Pharmacological Research,IT,Italy,Milan,,nonprofit,110,Istituti di Ricovero e Cura a Carattere Scientifico,I4210153126,IT,healthcare,parent,1
I19630809,Mario Negri Institute for Pharmacological Research,IT,Italy,Milan,,nonprofit,110,Mario Negri Sud Foundation,I4210110338,IT,nonprofit,parent,2
I197081775,Annamalai University,IN,India,Chidambaram,Tamil Nadu,education,111,,,,,,1
I196934937,Liaocheng University,CN,China,Liaocheng,,education,112,,,,,,1
I196664497,Autonomous University of San Luis Potosí,MX,Mexico,San Luis Potosí City,,education,113,,,,,,1
I197097402,Cayetano Heredia University,PE,Peru,Lima,,education,114,,,,,,1
I19716509,Jamia Hamdard,IN,India,New Delhi,,education,115,,,,,,1
I196729704,Southern Illinois University School of Medicine,US,United States,Springfield,Illinois,education,116,Southern Illinois University System,I2801502357,US,education,parent,1
I196729704,Southern Illinois University School of Medicine,US,United States,Springfield,Illinois,education,116,Memorial Medical Center,I2800698792,US,healthcare,related,2
I196729704,Southern Illinois University School of Medicine,US,United States,Springfield,Illinois,education,116,St. John's Hospital,I4210142859,US,healthcare,related,3
I197191942,St. Francis Xavier University,CA,Canada,Antigonish,Nova Scotia,education,117,,,,,,1
I196551433,Yerevan State University,AM,Armenia,Yerevan,,education,118,Alikhanyan National Laboratory,I132091411,AM,facility,related,1
I196576671,Landau Institute for Theoretical Physics,RU,Russia,Chernogolovka,,facility,119,Physical Sciences Division,I4210096333,RU,government,parent,1
I196677622,New York Law School,US,United States,New York,New York,education,120,,,,,,1
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Centre d’Élaboration de Matériaux et d’Études Structurales,I4210135147,FR,facility,child,1
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,French National High Magnetic Field Laboratory,I3170133708,FR,facility,child,2
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Institut Clément Ader,I4210130254,FR,facility,child,3
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés,I4210110888,FR,facility,child,4
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Laboratoire de Physique et Chimie des Nano-Objets,I4210156113,FR,facility,child,5
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Laboratory for Analysis and Architecture of Systems,I190497903,FR,facility,child,6
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Laboratory for Materials and Construction Works Durability,I4210121570,FR,facility,child,7
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Toulouse Mathematics Institute,I4210098964,FR,facility,child,8
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Toulouse Mathematics Institute,I84500057,,facility,child,9
I196454796,Institut National des Sciences Appliquées de Toulouse,FR,France,Toulouse,,education,121,Federal University of Toulouse Midi-Pyrénées,I17866349,FR,education,parent,10
I196375840,Autonomous University of Sinaloa,MX,Mexico,Culiacán,,education,122,,,,,,1
I196608512,PES University,IN,India,Bengaluru,Karnataka,education,123,,,,,,1
I197025333,National University of La Pampa,AR,Argentina,Santa Rosa,,education,124,,,,,,1
I197141962,Zurich University of Applied Sciences in Business Administration,CH,Switzerland,Zurich,,education,125,Zürcher Fachhochschule,I4210110659,CH,education,parent,1
I196486160,National Institute of Technology Agartala,IN,India,Agartala,Tripura,education,126,,,,,,1
I196679689,Joint Genome Institute,US,United States,Berkeley,California,facility,127,United States Department of Energy,I1330989302,US,government,parent,1
I196530094,Siberian State Medical University,RU,Russia,Tomsk,,education,128,,,,,,1
I197173980,Southeastern Louisiana University,US,United States,Hammond,Louisiana,education,129,University of Louisiana System,I2799628689,US,education,parent,1
I196466984,Cancer Council Victoria,AU,Australia,Melbourne,Victoria,nonprofit,130,,,,,,1
I197181853,Saurashtra University,IN,India,Rajkot,Gujarat,education,131,CU Shah Medical College and Hospital,I4210115408,IN,healthcare,related,1
I197181853,Saurashtra University,IN,India,Rajkot,Gujarat,education,131,M. P. Shah Medical College,I50268529,IN,healthcare,related,2
I197065826,Kobe Pharmaceutical University,JP,Japan,Kobe,,education,132,,,,,,1
I196883781,Clarkson College,US,United States,Omaha,Nebraska,education,133,,,,,,1
I196486018,Orenburg State University,RU,Russia,Orenburg,,education,134,,,,,,1
I196652580,Swami Ramanand Teerth Marathwada University,IN,India,Nanded,Maharashtra,education,135,,,,,,1
I197185219,Istanbul Kültür University,TR,Turkey,Istanbul,,education,136,,,,,,1
I196443477,Naval Air Warfare Center Training Systems Division,US,United States,Orlando,Florida,facility,137,Naval Air Systems Command,I2801056593,US,government,parent,1
I19668297,Buckinghamshire New University,GB,United Kingdom,High Wycombe,Buckinghamshire,education,138,,,,,,1
I19645662,American Bar Foundation,US,United States,Chicago,Illinois,nonprofit,139,,,,,,1
I19620478,Graduate Theological Union,US,United States,Berkeley,California,other,140,Academy of American Franciscan History,I4210129700,US,facility,related,1
I19620478,Graduate Theological Union,US,United States,Berkeley,California,other,140,"University of California, Berkeley",I95457486,US,education,related,2
I19620478,Graduate Theological Union,US,United States,Berkeley,California,other,140,"University of California, Berkeley",I86773799,US,education,related,3
I196431481,Isra University,PK,Pakistan,Hyderābād,,education,141,,,,,,1
