id,abstract_len,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2323239293,133,Effect of Immunization with a Common Recall Antigen on Viral Expression in Patients Infected with Human Immunodeficiency Virus Type 1,1996-05-09,356,journal-article,8606717,6,A5079439611,Margaret L. Mannix,"Nursing Department, Warren Grant magnuson Clinical Center",Cardinal Glennon Children’s Medical Center,I4210092472,1
W2323239293,133,Effect of Immunization with a Common Recall Antigen on Viral Expression in Patients Infected with Human Immunodeficiency Virus Type 1,1996-05-09,356,journal-article,8606717,7,A5046312204,Kim Roche,"Laboratory of Immunoregulation, National Institute of Allergy and Infectious Diseases",National Institute of Allergy and Infectious Diseases,I4210134534,1
W2323239293,133,Effect of Immunization with a Common Recall Antigen on Viral Expression in Patients Infected with Human Immunodeficiency Virus Type 1,1996-05-09,356,journal-article,8606717,8,A5071835245,Douglas J. Schwartzentruber,"Division of Cancer Treatment, National Cancer Institute",National Cancer Institute,I4210134348,1
W2323239293,133,Effect of Immunization with a Common Recall Antigen on Viral Expression in Patients Infected with Human Immunodeficiency Virus Type 1,1996-05-09,356,journal-article,8606717,9,A5005393012,Cecil H. Fox,Molecular Histology Labs.,,,1
W2323239293,133,Effect of Immunization with a Common Recall Antigen on Viral Expression in Patients Infected with Human Immunodeficiency Virus Type 1,1996-05-09,356,journal-article,8606717,10,A5031736334,Anthony S. Fauci,"Laboratory of Immunoregulation, National Institute of Allergy and Infectious Diseases",National Institute of Allergy and Infectious Diseases,I4210134534,1
W2032768546,216,Natural History of Opportunistic Disease in an HIV-Infected Urban Clinical Cohort,1996-04-01,259,journal-article,8607591,1,A5074418085,Richard D. Moore,"Johns Hopkins University School of Medicine Baltimore, Maryland, USA.",Johns Hopkins Medicine,I2799853436,1
W2032768546,216,Natural History of Opportunistic Disease in an HIV-Infected Urban Clinical Cohort,1996-04-01,259,journal-article,8607591,1,A5074418085,Richard D. Moore,"Johns Hopkins University School of Medicine Baltimore, Maryland, USA.",Johns Hopkins University,I145311948,2
W2032768546,216,Natural History of Opportunistic Disease in an HIV-Infected Urban Clinical Cohort,1996-04-01,259,journal-article,8607591,2,A5071106707,Richard E. Chaisson,,,,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,1,A5037452603,Eric J. Brunner,"Department of Epidemiology and Public Health, University College London Medical School, London WC1E 6BT, UK",University College London,I45129253,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,2,A5074409311,Michael Marmot,"Department of Epidemiology and Public Health, University College London Medical School, London WC1E 6BT, UK",University College London,I45129253,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,3,A5042904806,R Canner,"Department of Epidemiology and Public Health, University College London Medical School, London WC1E 6BT, UK",University College London,I45129253,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,4,A5056237263,Mags Beksinska,"Department of Epidemiology and Public Health, University College London Medical School, London WC1E 6BT, UK",University College London,I45129253,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,5,A5013184354,George Davey Smith,"Department of Social Medicine , Bristol University , Bristol, United Kingdom",University of Bristol,I36234482,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,6,A5033947736,J.R. O'Brien,"St Mary's Hospital, Portsmouth, Hampshire, United Kingdom",St Mary's Hospital,I4210120729,1
W2138049142,180,Childhood social circumstances and psychosocial and behavioural factors as determinants of plasma fibrinogen,1996-04-01,247,journal-article,8606563,6,A5033947736,J.R. O'Brien,"St Mary's Hospital, Portsmouth, Hampshire, United Kingdom",St. Mary's Hospital,I4210166773,2
W2055250702,96,Statistics Notes: Transforming data,1996-03-23,245,journal-article,8605469,1,A5077416182,John M. Bland,"Department of Public Health Sciences, St George's Hospital Medical School, London SW17 0RE","St George's, University of London",I165862685,1
W2055250702,96,Statistics Notes: Transforming data,1996-03-23,245,journal-article,8605469,2,A5042962646,Douglas G. Altman,,,,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,1,A5083558361,Martin Eccles,"Centre for Health Services Research, University of Newcastle Upon Tyne.",Newcastle University,I84884186,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,2,A5006945944,Z Clapp,"Centre for Health Services Research, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4AA",Newcastle University,I84884186,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,3,A5054403907,Jeremy Grimshaw,"Health Services Research Unit, University of Aberdeen, Aberdeen AB9 2ZD",University of Aberdeen,I195460627,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,4,A5091821433,Philip C. Adams,"Royal Victoria Infirmary, Newcastle upon Tyne NE1 4LP",Royal Victoria Infirmary,I2800516725,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,5,A5004789334,Bernard Higgins,"Freeman Hospital, Newcastle upon Tyne NE7 7DN",Freeman Hospital,I2801924861,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,6,A5000089085,Ian Purves,"Sowerby Unit for Primary Care Informatics, Department of Primary Health Care, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4AA",Primary HealthCare,I4210124742,1
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,6,A5000089085,Ian Purves,"Sowerby Unit for Primary Care Informatics, Department of Primary Health Care, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4AA",Newcastle University,I84884186,2
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,6,A5000089085,Ian Purves,"Sowerby Unit for Primary Care Informatics, Department of Primary Health Care, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4AA",Primary Health Care,I4210134505,3
W2094576856,149,North of England evidence based guidelines development project: methods of guideline development,1996-03-23,203,journal-article,8605466,7,A5039544024,Ian Russell,"Department of Health Sciences and Clinical Evaluation, University of York, York YO1 5DD",University of York,I52099693,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,1,A5006469400,David A. Aitken,"Duncan Guthrie Institute of Medical Genetics, Glasgow",Institute of Genetics,I4210155639,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,2,A5008343091,Euan M. Wallace,"University of Edinburgh Department of Obstetrics and Gynaecology, Centre for Reproductive Biology, Edinburgh",MRC Centre for Reproductive Health,I4210116174,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,2,A5008343091,Euan M. Wallace,"University of Edinburgh Department of Obstetrics and Gynaecology, Centre for Reproductive Biology, Edinburgh",University of Edinburgh,I98677209,2
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,3,A5030477116,Jennifer A. Crossley,"Duncan Guthrie Institute of Medical Genetics, Glasgow",Institute of Genetics,I4210155639,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,4,A5091585819,I. A. Swanston,"Medical Research Council Reproductive Biology Unit, Centre for Reproductive Biology, Edinburgh",MRC Centre for Reproductive Health,I4210116174,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,4,A5091585819,I. A. Swanston,"Medical Research Council Reproductive Biology Unit, Centre for Reproductive Biology, Edinburgh",Medical Research Council,I90344618,2
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,5,A5027315100,Yvonne van Pareren,"Duncan Guthrie Institute of Medical Genetics, Glasgow",Institute of Genetics,I4210155639,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,6,A5061588461,Merel van Maarle,"Duncan Guthrie Institute of Medical Genetics, Glasgow",Institute of Genetics,I4210155639,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,7,A5067306327,Nigel P. Groome, (Oxford Brookes University),Oxford Brookes University,I124261462,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,8,A5068800268,James N. Macri,"NTD Laboratories, Inc.",,,1
W2332017164,42,Dimeric Inhibin A as a Marker for Down's Syndrome in Early Pregnancy,1996-05-09,167,journal-article,8606718,9,A5003077855,J. M. Connor,"Duncan Guthrie Institute of Medical Genetics, Glasgow",Institute of Genetics,I4210155639,1
W2087967102,255,Early Ibuprofen Administration to Prevent Patent Ductus Arteriosus in Premature Newborn Infants,1996-02-21,152,journal-article,8606475,1,A5088080004,Anastasia Varvarigou,"Department of Neonatology, Lady Davis Institute-SMBD Jewish General Hospital, Montreal, Quebec, Canada.",Jewish General Hospital,I2801824472,1
W2087967102,255,Early Ibuprofen Administration to Prevent Patent Ductus Arteriosus in Premature Newborn Infants,1996-02-21,152,journal-article,8606475,2,A5084218494,Claudette Bardin,,,,1
W2087967102,255,Early Ibuprofen Administration to Prevent Patent Ductus Arteriosus in Premature Newborn Infants,1996-02-21,152,journal-article,8606475,3,A5082505023,Kay D. Beharry,,,,1
W2087967102,255,Early Ibuprofen Administration to Prevent Patent Ductus Arteriosus in Premature Newborn Infants,1996-02-21,152,journal-article,8606475,4,A5004357574,Sylvain Chemtob,,,,1
W2087967102,255,Early Ibuprofen Administration to Prevent Patent Ductus Arteriosus in Premature Newborn Infants,1996-02-21,152,journal-article,8606475,5,A5044094683,Apostolos Papageorgiou,,,,1
W2087967102,255,Early Ibuprofen Administration to Prevent Patent Ductus Arteriosus in Premature Newborn Infants,1996-02-21,152,journal-article,8606475,6,A5030446492,Jacob V. Aranda,,,,1
W2045731599,0,"Redundancy, disaggregation, and the integrity of medical research",1996-04-01,145,journal-article,8606568,1,A5044982931,Patricia Huston,,,,1
W2045731599,0,"Redundancy, disaggregation, and the integrity of medical research",1996-04-01,145,journal-article,8606568,2,A5068353058,David Moher,,,,1
W2052276776,247,Epidemic Visceral Leishmaniasis in Southern Sudan: Treatment of Severely Debilitated Patients under Wartime Conditions and with Limited Resources,1996-04-01,116,journal-article,8607595,1,A5088941253,Jill Seaman,,,,1
W2037124770,197,Epidemiology of Diarrhea Among Expatriate Residents Living in a Highly Endemic Environment,1996-02-21,92,journal-article,8606474,1,A5007529872,Charles W. Hoge,"Department of Bacteriology, Immunology, and Molecular Genetics, Armed Forces Research Institute of the Medical Sciences, Bangkok, Thailand.",Armed Forces Research Institute of Medical Science,I4210112607,1
W2037124770,197,Epidemiology of Diarrhea Among Expatriate Residents Living in a Highly Endemic Environment,1996-02-21,92,journal-article,8606474,2,A5063248536,David R. Shlim,,,,1
W2037124770,197,Epidemiology of Diarrhea Among Expatriate Residents Living in a Highly Endemic Environment,1996-02-21,92,journal-article,8606474,3,A5089771785,Peter Echeverria,,,,1
W2037124770,197,Epidemiology of Diarrhea Among Expatriate Residents Living in a Highly Endemic Environment,1996-02-21,92,journal-article,8606474,4,A5050650327,Ramachandran Rajah,,,,1
W2037124770,197,Epidemiology of Diarrhea Among Expatriate Residents Living in a Highly Endemic Environment,1996-02-21,92,journal-article,8606474,5,A5052037629,John E. Herrmann,,,,1
W2037124770,197,Epidemiology of Diarrhea Among Expatriate Residents Living in a Highly Endemic Environment,1996-02-21,92,journal-article,8606474,6,A5086910326,John H. Cross,,,,1
W2082164634,176,"Epidemiology of Diarrheal Disease Outbreaks on Cruise Ships, 1986 Through 1993",1996-02-21,58,journal-article,8606476,1,A5041730983,Denise Koo,"Division of Bacterial and Mycotic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta GA 30333, USA.",National Center for Infectious Diseases,I4210160401,1
W2082164634,176,"Epidemiology of Diarrheal Disease Outbreaks on Cruise Ships, 1986 Through 1993",1996-02-21,58,journal-article,8606476,1,A5041730983,Denise Koo,"Division of Bacterial and Mycotic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta GA 30333, USA.",Centers for Disease Control and Prevention,I1289490764,2
W2082164634,176,"Epidemiology of Diarrheal Disease Outbreaks on Cruise Ships, 1986 Through 1993",1996-02-21,58,journal-article,8606476,2,A5053471306,Kathleen Maloney,,,,1
W2082164634,176,"Epidemiology of Diarrheal Disease Outbreaks on Cruise Ships, 1986 Through 1993",1996-02-21,58,journal-article,8606476,3,A5087471296,Robert V. Tauxe,,,,1
W2109036490,0,Users' guides to the medical literature. X. How to use an article reporting variations in the outcomes of health services. The Evidence-Based Medicine Working Group,1996-02-21,57,journal-article,8606478,1,A5028215272,C. David Naylor,,,,1
W2014987722,102,Over the Counter Drugs: The interface between the community pharmacist and patients,1996-03-23,48,journal-article,8605465,1,A5060850927,Christine Bond,"University Department of General Practice, University of Aberdeen, Aberdeen",University of Aberdeen,I195460627,1
W2014987722,102,Over the Counter Drugs: The interface between the community pharmacist and patients,1996-03-23,48,journal-article,8605465,2,A5067850955,Colin Bradley,"University Department of General Practice, University of Birmingham Medical School, Birmingham B15 2TT",University of Birmingham,I79619799,1
W2062008239,200,Future Roles and Training of Internal Medicine Subspecialists,1996-04-01,39,journal-article,8607599,1,A5043252960,Lynn O. Langdon,,,,1
W2062008239,200,Future Roles and Training of Internal Medicine Subspecialists,1996-04-01,39,journal-article,8607599,2,A5067835035,Phillip P. Toskes,,,,1
W2062008239,200,Future Roles and Training of Internal Medicine Subspecialists,1996-04-01,39,journal-article,8607599,3,A5038822569,Harry R. Kimball,,,,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,1,A5019782579,Patricia B. Munroe,"Department of Paediatrics, Rayne Institute, University College London Medical School, London, UK",University College London,I45129253,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,2,A5013522956,Hannah M. Mitchison,"Department of Paediatrics, Rayne Institute, University College London Medical School, London, UK",University College London,I45129253,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,3,A5015777655,Sara Mole,"Department of Paediatrics, Rayne Institute, University College London Medical School, London, UK",University College London,I45129253,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,4,A5063149019,R. M. Gardiner,"Department of Paediatrics, Rayne Institute, University College London Medical School, London, UK",University College London,I45129253,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,5,A5004547090,Juhani Rapola,"Children's Hospital, University of Helsinki, Helsinki, Finland",Helsinki Children's Hospital,I4210090554,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,5,A5004547090,Juhani Rapola,"Children's Hospital, University of Helsinki, Helsinki, Finland",University of Helsinki,I133731052,2
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,6,A5080752259,Aki Mustonen,"Department of Clinical Genetics, Tampere University Hospital, Tampere, Finland",Tampere University Hospital,I4210126318,1
W2127806935,92,Prenatal diagnosis of Batten's disease,1996-04-01,39,journal-article,8606564,7,A5028087312,Irma Järvelä,"Laboratory of Human Molecular Genetics, National Public Health Institute, 00300 Helsinki, Finland",Institute for Molecular Medicine Finland,I4210133586,1
W1975176745,106,On Affirmative Action,1996-02-21,19,journal-article,8606482,1,A5088714430,Herbert W. Nickens,"Community and Minority Programs, Association of American Medical Colleges, Washington DC 20037, USA.",Association of American Medical Colleges,I1318720529,1
W1975176745,106,On Affirmative Action,1996-02-21,19,journal-article,8606482,2,A5000847319,Jordan J. Cohen,,,,1
W2014456990,0,Disease management and the drug industry: carve out or carve up?,1996-04-01,17,journal-article,8606567,1,A5033816715,Harry Burns,"Greater Glasgow Health Board, Glasgow G1 1ET, UK",,,1
W1985469401,0,Alcohol and driving,1996-04-01,14,journal-article,8606608,1,A5059443714,Francisco Álvarez,"Drugs and Alcohol Research Group, Department of Pharmacology and Therapeutics, Faculty of Medicine, University of Valladolid, Spain.",University of Valladolid,I108103353,1
W1985469401,0,Alcohol and driving,1996-04-01,14,journal-article,8606608,2,A5090680153,M C del Río,,,,1
W1978044427,0,Posterior leucoencephalopathy syndrome,1996-04-01,8,journal-article,8606611,1,A5033576303,Geoffrey A. Donnan,"Department of Neurology, Austin & Repatriation Medical Centre, Melbourne, Australia",,,1
W2092947801,0,Early warnings about drugs—from the stock market,1996-04-01,8,journal-article,8606610,1,A5018342250,Jean‐Michel Senard,"Service de Pharmacologie Médicale et Clinique, Faculté de Médecine, Toulouse, France",Pharmacochimie et Pharmacologie pour le Développement,I4210140430,1
W2092947801,0,Early warnings about drugs—from the stock market,1996-04-01,8,journal-article,8606610,2,A5019765742,P Montastruc,"Service de Pharmacologie Médicale et Clinique, Faculté de Médecine, Toulouse, France",Pharmacochimie et Pharmacologie pour le Développement,I4210140430,1
W2092947801,0,Early warnings about drugs—from the stock market,1996-04-01,8,journal-article,8606610,3,A5013268595,Andrew Herxheimer,"Service de Pharmacologie Médicale et Clinique, Faculté de Médecine, Toulouse, France",Pharmacochimie et Pharmacologie pour le Développement,I4210140430,1
W2063463630,0,From the Joint Commission on Accreditation of Healthcare Organizations,1996-02-21,6,journal-article,8606459,1,A5067743957,Schyve Pm,"Department of Research and Evaluation, Joint Commission on Accreditation of Healthcare Organizations, Oakbrook Terrace, IL, USA.",Joint Commission,I1320557632,1
W2063463630,0,From the Joint Commission on Accreditation of Healthcare Organizations,1996-02-21,6,journal-article,8606459,2,A5000140877,Loeb Jm,"Joint Comission on Accreditation of Healthcare Organizations, Oakbrook Terrace, IL, USA.",Joint Commission,I1320557632,1
W2063463630,0,From the Joint Commission on Accreditation of Healthcare Organizations,1996-02-21,6,journal-article,8606459,3,A5030886910,Simmons Bp,,,,1
W1969351426,103,Relations between the United States and Cuba. A proposal for action.,1996-02-21,5,journal-article,8606479,1,A5007685209,César Chelala,,,,1
W4234770975,0,Visual vertigo,1996-04-01,3,journal-article,8606609,1,A5062585537,G. V. Sawle,,,,1
W2028594233,0,A piece of my mind. Epiphany,1996-02-21,0,journal-article,8606481,1,A5039370571,Ronald Lands,,,,1
W2475083177,98,Surgery for Herniated Vertebral Disks,1996-02-21,0,journal-article,8606464,1,A5008099556,Wetzel Ft,"Department of Surgery, University of Chicago, Ill, USA.",University of Chicago,I40347166,1
W2071051054,153,Is the cognitive function of older patients affected by antihypertensive treatment? Results from 54 months of the Medical Research Council's treatment trial of hypertension in older adults,1996-03-30,301,journal-article,8608285,1,A5051774516,Martin Prince,"Section of Epidemiology and General Practice, Institute of Psychiatry, London.",,,1
W2071051054,153,Is the cognitive function of older patients affected by antihypertensive treatment? Results from 54 months of the Medical Research Council's treatment trial of hypertension in older adults,1996-03-30,301,journal-article,8608285,2,A5035073263,Anne S. Bird,"Royal Free Hospital, London NW3 2QG",The Royal Free Hospital,I2801138448,1
W2071051054,153,Is the cognitive function of older patients affected by antihypertensive treatment? Results from 54 months of the Medical Research Council's treatment trial of hypertension in older adults,1996-03-30,301,journal-article,8608285,3,A5055436228,Robert Blizard,"Academic Department of Psychiatry, Royal Free Hospital, London NW3 2QG",The Royal Free Hospital,I2801138448,1
W2071051054,153,Is the cognitive function of older patients affected by antihypertensive treatment? Results from 54 months of the Medical Research Council's treatment trial of hypertension in older adults,1996-03-30,301,journal-article,8608285,4,A5002691023,Anthony Mann,"Section of Epidemiology and General Practice, Institute of Psychiatry, London SE5 8AF",,,1
W2036209594,176,Cesarean Delivery in Relation to Birth Weight and Gestational Glucose Tolerance,1996-04-17,263,journal-article,8609683,1,A5028215272,C. David Naylor,"Department of' Medicine, University of Toronto, Ontario, Canada.",University of Toronto,I185261750,1
W2036209594,176,Cesarean Delivery in Relation to Birth Weight and Gestational Glucose Tolerance,1996-04-17,263,journal-article,8609683,2,A5069913391,Mathew Sermer,,,,1
W2036209594,176,Cesarean Delivery in Relation to Birth Weight and Gestational Glucose Tolerance,1996-04-17,263,journal-article,8609683,3,A5089622556,E Chen,,,,1
W2036209594,176,Cesarean Delivery in Relation to Birth Weight and Gestational Glucose Tolerance,1996-04-17,263,journal-article,8609683,4,A5088933853,Kathy Sykora,,,,1
W2061202327,163,Low blood pressure and dementia in elderly people: the Kungsholmen project,1996-03-30,259,journal-article,8608286,1,A5074075949,Zhenchao Guo,"Department of Geriatric Medicine, Karolinska Institute, Stockholm, Sweden",Karolinska Institute,I28166907,1
W2061202327,163,Low blood pressure and dementia in elderly people: the Kungsholmen project,1996-03-30,259,journal-article,8608286,2,A5018825962,Matti Viitanen,"Stockholm Gerontology Research Center and Department of Geriatric Medicine, Karolinska Institute, Dalagatan 9-11, S-113 82 Stockholm, Sweden",Karolinska Institute,I28166907,1
W2061202327,163,Low blood pressure and dementia in elderly people: the Kungsholmen project,1996-03-30,259,journal-article,8608286,3,A5016653962,Laura Fratiglioni,"Stockholm Gerontology Research Center and Department of Geriatric Medicine, Karolinska Institute, Dalagatan 9-11, S-113 82 Stockholm, Sweden",Karolinska Institute,I28166907,1
W2061202327,163,Low blood pressure and dementia in elderly people: the Kungsholmen project,1996-03-30,259,journal-article,8608286,4,A5081283156,Bengt Winblad,"Stockholm Gerontology Research Center and Department of Geriatric Medicine, Karolinska Institute, Dalagatan 9-11, S-113 82 Stockholm, Sweden",Karolinska Institute,I28166907,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,1,A5078987114,Howard Hu,"Channing Laboratory, Department of Medicine, Brigham and Women's Hospital/Harvard Medical School, Boston, MA 02115, USA.",Brigham and Women's Hospital,I1283280774,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,1,A5078987114,Howard Hu,"Channing Laboratory, Department of Medicine, Brigham and Women's Hospital/Harvard Medical School, Boston, MA 02115, USA.",Harvard University,I136199984,2
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,2,A5091155976,Antonio Aro,,,,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,3,A5009370394,Marinelle Payton,,,,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,4,A5011459523,Susan A. Korrick,,,,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,5,A5077227129,David Sparrow,,,,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,6,A5073763243,Scott T. Weiss,,,,1
W1980207364,190,The Relationship of Bone and Blood Lead to Hypertension,1996-04-17,234,journal-article,8609684,7,A5072109143,Andrea Rotnitzky,,,,1
W1988396408,136,Psychological support for patients undergoing breast cancer surgery: a randomised study,1996-03-30,196,journal-article,8608288,1,A5003544478,Jmc McArdle,"University Department of Surgery, Royal Infirmary, Glasgow.",Glasgow Royal Infirmary,I2800666604,1
W1988396408,136,Psychological support for patients undergoing breast cancer surgery: a randomised study,1996-03-30,196,journal-article,8608288,2,A5037660976,W D George,"University Department of Surgery, Western Infirmary, Glasgow G11 6NT",Western Infirmary,I2801120601,1
W1988396408,136,Psychological support for patients undergoing breast cancer surgery: a randomised study,1996-03-30,196,journal-article,8608288,3,A5089487464,C. S. McArdle,"University Department of Surgery, Royal Infirmary, Glasgow G31 2ER",Glasgow Royal Infirmary,I2800666604,1
W1988396408,136,Psychological support for patients undergoing breast cancer surgery: a randomised study,1996-03-30,196,journal-article,8608288,4,A5074884780,Smith Dc,"Division of Surgery, Victoria Infirmary, Glasgow G42 9TY",Glasgow Victoria Infirmary,I2801231161,1
