id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1543393685,Isolation and Characterization of a Polysaccharide Containing 3-O-Methyl-d-mannose from Mycobacterium phlei,1971-11-01,75,journal-article,5166559,2,A5082939673,Clinton E. Ballou,"From the Department of Biochemistry, University of California, Berkeley, California 94720","University of California, Berkeley",I95457486,1
W2013893040,Enhanced Protein Synthesis in a Cell-Free System from Hypertrophied Skeletal Muscle,1967-08-25,73,journal-article,5212403,1,A5081599196,Margit Hamosh,"Laboratory of General and Comparative Biochemistry, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2013893040,Enhanced Protein Synthesis in a Cell-Free System from Hypertrophied Skeletal Muscle,1967-08-25,73,journal-article,5212403,2,A5084577318,Michael Lesch,"Laboratory of General and Comparative Biochemistry, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2013893040,Enhanced Protein Synthesis in a Cell-Free System from Hypertrophied Skeletal Muscle,1967-08-25,73,journal-article,5212403,3,A5040195990,Jeffrey Baron,"Laboratory of General and Comparative Biochemistry, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2013893040,Enhanced Protein Synthesis in a Cell-Free System from Hypertrophied Skeletal Muscle,1967-08-25,73,journal-article,5212403,4,A5045821683,Seymour Kaufman,"Laboratory of General and Comparative Biochemistry, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W1992776247,Nuclear Acidic Protein Changes during Differentiation in Physarum polycephalum,1971-12-17,71,journal-article,5167331,1,A5006746586,Wallace M. LeStourgeon,"McArdle Laboratory for Cancer Research, Medical Center, University of Wisconsin, Madison 53706",University of Wisconsin–Madison,I135310074,1
W1992776247,Nuclear Acidic Protein Changes during Differentiation in Physarum polycephalum,1971-12-17,71,journal-article,5167331,2,A5025198310,H. P. Rusch,"McArdle Laboratory for Cancer Research, Medical Center, University of Wisconsin, Madison 53706",University of Wisconsin–Madison,I135310074,1
W1574581969,Snake Venom Toxins,1971-12-01,65,journal-article,5167022,1,A5069774925,Botes Dp,"From the National Chemical Research Laboratory, Council for Scientific and Industrial Research, P.O. Box 395, Pretoria, Republic of South Africa",Council for Scientific and Industrial Research,I21360634,1
W1963917863,Elastase: Production by Ringworm Fungi,1967-08-25,59,journal-article,5212406,1,A5082047424,Earl Stuart,"University of Chicago, Department of Zoology, Chicago, Illinois",University of Chicago,I40347166,1
W1963917863,Elastase: Production by Ringworm Fungi,1967-08-25,59,journal-article,5212406,2,A5037558868,A.A. Moscona,"University of Chicago, Department of Zoology, Chicago, Illinois",University of Chicago,I40347166,1
W2114277400,"Motility of the Turtle Embryo, <i>Chelydra serpentina</i> (Linné)",1967-08-25,59,journal-article,5212408,1,A5059084839,Jared E. Decker,"Department of Biology, Washington University, St. Louis, Missouri 63130;",Washington University in St. Louis,I204465549,1
W1972888573,Penicillinase-Negative Variants of Methicillin-Resistant Staphylococcus aureus,1966-03-01,58,journal-article,5180132,1,A5010150405,Stephen Seligman,"Department of Medicine, University of California Centre for the Health Sciences, Los Angeles",Oklahoma State University Center for Health Sciences,I74022624,1
W2046486135,"Ultrastructure of Thrombosthenin, the Contractile Protein of Human Blood Platelets",1967-08-25,57,journal-article,5212405,1,A5022391886,Dorothea Zucker-Franklin,"New York University School of Medicine, New York",New York University,I57206974,1
W2046486135,"Ultrastructure of Thrombosthenin, the Contractile Protein of Human Blood Platelets",1967-08-25,57,journal-article,5212405,2,A5058411129,Ralph L. Nachman,"New York Hospital, Cornell Medical Center, Ithaca",Cornell University,I205783295,1
W2046486135,"Ultrastructure of Thrombosthenin, the Contractile Protein of Human Blood Platelets",1967-08-25,57,journal-article,5212405,2,A5058411129,Ralph L. Nachman,"New York Hospital, Cornell Medical Center, Ithaca",NewYork–Presbyterian Hospital,I1340179700,2
W2046486135,"Ultrastructure of Thrombosthenin, the Contractile Protein of Human Blood Platelets",1967-08-25,57,journal-article,5212405,3,A5057720141,Aaron J. Marcus,"New York Veterans Administration Hospital, New York",United States Department of Veterans Affairs,I1322918889,1
W1509618688,Fatty Acid Synthetase from Lactating Rat Mammary Gland,1971-11-01,56,journal-article,5167249,1,A5046827907,Stuart Smith,"From the Bruce Lyon Memorial Research Laboratory, Children's Hospital Medical Center of Northern California, Oakland, California 94609",,,1
W1509618688,Fatty Acid Synthetase from Lactating Rat Mammary Gland,1971-11-01,56,journal-article,5167249,2,A5030259389,Soman N. Abraham,"From the Bruce Lyon Memorial Research Laboratory, Children's Hospital Medical Center of Northern California, Oakland, California 94609",,,1
W2010229291,Social Setting: Influence on the Physiological Response to Electric Shock in the Rat,1971-11-05,51,journal-article,5165508,1,A5050340550,Redford B. Williams,"Laboratory of Clinical Psychobiology, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2010229291,Social Setting: Influence on the Physiological Response to Electric Shock in the Rat,1971-11-05,51,journal-article,5165508,2,A5060265288,Burr Eichelman,"Laboratory of Clinical Psychobiology, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2076061888,Ornithine-Urea Cycle Activity in <i>Xenopus laevis</i> : Adaptation in Saline,1967-08-25,46,journal-article,5212401,1,A5016756058,Ralph L. McBean,"Department of Physiology, Harvard Medical School, Boston,Massachusetts 02115.",Harvard University,I136199984,1
W2076061888,Ornithine-Urea Cycle Activity in <i>Xenopus laevis</i> : Adaptation in Saline,1967-08-25,46,journal-article,5212401,2,A5071828959,Leon Goldstein,"Department of Physiology, Harvard Medical School, Boston,Massachusetts 02115.",Harvard University,I136199984,1
W2131399220,"The Role of Superoxide and Hydroperoxide in the Reductive Activation of Tryptophan-2,3-dioxygenase",1971-12-01,45,journal-article,5167018,1,A5014115601,F. Brady,,,,1
W2131399220,"The Role of Superoxide and Hydroperoxide in the Reductive Activation of Tryptophan-2,3-dioxygenase",1971-12-01,45,journal-article,5167018,2,A5007064314,Henry Jay Forman,,,,1
W2131399220,"The Role of Superoxide and Hydroperoxide in the Reductive Activation of Tryptophan-2,3-dioxygenase",1971-12-01,45,journal-article,5167018,3,A5078323974,Philip Feigelson,,,,1
W2080617019,Hypnotic Susceptibility increased by EEG Alpha Training,1970-09-01,44,journal-article,5212576,1,A5078582600,David R. Engstrom,University  of Southern California,Southern California University for Professional Studies,I2800817003,1
W2080617019,Hypnotic Susceptibility increased by EEG Alpha Training,1970-09-01,44,journal-article,5212576,1,A5078582600,David R. Engstrom,University  of Southern California,University of Southern California,I1174212,2
W2080617019,Hypnotic Susceptibility increased by EEG Alpha Training,1970-09-01,44,journal-article,5212576,2,A5065742646,Perry London,University  of Southern California,Southern California University for Professional Studies,I2800817003,1
W2080617019,Hypnotic Susceptibility increased by EEG Alpha Training,1970-09-01,44,journal-article,5212576,2,A5065742646,Perry London,University  of Southern California,University of Southern California,I1174212,2
W2080617019,Hypnotic Susceptibility increased by EEG Alpha Training,1970-09-01,44,journal-article,5212576,3,A5023445366,Joseph Hart,"University of California, Irvine **","University of California, Irvine",I204250578,1
W1584872876,Studies on Galactosyltransferase,1971-12-01,40,journal-article,5171530,1,A5022004724,R. Mawal,"From the Department of Biochemistry, Oklahoma State University, Stillwater, Oklahoma 74074, and Department of Biochemistry, Institute of Advanced Studies, Australian National University, Canberra, Australia",Oklahoma State University,I115475287,1
W1584872876,Studies on Galactosyltransferase,1971-12-01,40,journal-article,5171530,1,A5022004724,R. Mawal,"From the Department of Biochemistry, Oklahoma State University, Stillwater, Oklahoma 74074, and Department of Biochemistry, Institute of Advanced Studies, Australian National University, Canberra, Australia",Australian National University,I118347636,2
W1584872876,Studies on Galactosyltransferase,1971-12-01,40,journal-article,5171530,2,A5069808898,John F. Morrison,"From the Department of Biochemistry, Oklahoma State University, Stillwater, Oklahoma 74074, and Department of Biochemistry, Institute of Advanced Studies, Australian National University, Canberra, Australia",Oklahoma State University,I115475287,1
W1584872876,Studies on Galactosyltransferase,1971-12-01,40,journal-article,5171530,2,A5069808898,John F. Morrison,"From the Department of Biochemistry, Oklahoma State University, Stillwater, Oklahoma 74074, and Department of Biochemistry, Institute of Advanced Studies, Australian National University, Canberra, Australia",Australian National University,I118347636,2
W1584872876,Studies on Galactosyltransferase,1971-12-01,40,journal-article,5171530,3,A5079875139,K.E. Ebner,"From the Department of Biochemistry, Oklahoma State University, Stillwater, Oklahoma 74074, and Department of Biochemistry, Institute of Advanced Studies, Australian National University, Canberra, Australia",Oklahoma State University,I115475287,1
W1584872876,Studies on Galactosyltransferase,1971-12-01,40,journal-article,5171530,3,A5079875139,K.E. Ebner,"From the Department of Biochemistry, Oklahoma State University, Stillwater, Oklahoma 74074, and Department of Biochemistry, Institute of Advanced Studies, Australian National University, Canberra, Australia",Australian National University,I118347636,2
W1483972651,Activation of Yeast Pyruvate Kinase by Natural and Artificial Cryoprotectants,1971-10-01,38,journal-article,5165636,1,A5086335875,Mary J. Ruwart,,,,1
W1483972651,Activation of Yeast Pyruvate Kinase by Natural and Artificial Cryoprotectants,1971-10-01,38,journal-article,5165636,2,A5081214591,Clarence H. Suelter,,,,1
W2083284613,Elastase: Production by Ringworm Fungi,1967-08-25,37,journal-article,5212526,1,A5041803622,John W. Rippon,,,,1
W1538066396,Purification of Thymidylate Synthetase from Ehrlich Ascites Carcinoma Cells,1971-12-01,36,journal-article,5166749,1,A5019188342,Arnold Fridland,"From the McArdle Laboratory for Cancer Research, University of Wisconsin, Madison, Wisconsin 53706",University of Wisconsin–Madison,I135310074,1
W1538066396,Purification of Thymidylate Synthetase from Ehrlich Ascites Carcinoma Cells,1971-12-01,36,journal-article,5166749,2,A5009643931,Robert Langenbach,"From the McArdle Laboratory for Cancer Research, University of Wisconsin, Madison, Wisconsin 53706",University of Wisconsin–Madison,I135310074,1
W1538066396,Purification of Thymidylate Synthetase from Ehrlich Ascites Carcinoma Cells,1971-12-01,36,journal-article,5166749,3,A5077120756,Charles Heidelberger,"From the McArdle Laboratory for Cancer Research, University of Wisconsin, Madison, Wisconsin 53706",University of Wisconsin–Madison,I135310074,1
W1941698939,Involvement of a Tyrosine Residue in the Activity of Bovine Pancreatic Deoxyribonuclease A,1971-12-01,34,journal-article,5166750,1,A5073248837,Tony E. Hugli,"From The Rockefeller University, New York, New York 10021",Rockefeller University,I83399316,1
W1941698939,Involvement of a Tyrosine Residue in the Activity of Bovine Pancreatic Deoxyribonuclease A,1971-12-01,34,journal-article,5166750,2,A5016638160,William H. Stein,"From The Rockefeller University, New York, New York 10021",Rockefeller University,I83399316,1
W1524024332,Synthesis and Degradation of a Brain-specific Protein (S100 Protein) by Clonal Cultured Human Glial Cells,1971-12-01,31,journal-article,5167596,1,A5001303264,Harvey R. Herschman,,,,1
W1995626649,Respiratory Distress in a Newborn Foal with Failure to form Lung Lining Film,1967-09-01,31,journal-article,5183154,1,A5062146448,P. D. Rossdale,"Newmarket, Suffolk",,,1
W1995626649,Respiratory Distress in a Newborn Foal with Failure to form Lung Lining Film,1967-09-01,31,journal-article,5183154,2,A5035908731,R. E. Pattle,"Chemical Defence Experimental Establishment, Wiltshire",,,1
W1995626649,Respiratory Distress in a Newborn Foal with Failure to form Lung Lining Film,1967-09-01,31,journal-article,5183154,3,A5060182153,L. W. Mahaffey,"Beaufort Cottage Stables, Newmarket",The Stables,I4210158472,1
W2031242159,Phosphorylation with Inorganic Phosphates at Moderate Temperatures,1967-08-25,30,journal-article,5212407,1,A5021760383,A. Beck,,,,1
W2031242159,Phosphorylation with Inorganic Phosphates at Moderate Temperatures,1967-08-25,30,journal-article,5212407,2,A5034745486,R. Lohrmann,,,,1
W2031242159,Phosphorylation with Inorganic Phosphates at Moderate Temperatures,1967-08-25,30,journal-article,5212407,3,A5048549805,Leslie E. Orgel,,,,1
W2402409684,Interacting Systems of the Type A + B ⇌ C,1971-10-01,30,journal-article,5165638,1,A5040953291,G. A. Gilbert,,,,1
W2402409684,Interacting Systems of the Type A + B ⇌ C,1971-10-01,30,journal-article,5165638,2,A5006943306,George L. Kellett,,,,1
W1587678203,Isolation and Characterization of a Third Component of Porcine Neurophysin,1971-12-01,28,journal-article,5167478,1,A5056310614,K. W. Cheng,,,,1
W1587678203,Isolation and Characterization of a Third Component of Porcine Neurophysin,1971-12-01,28,journal-article,5167478,2,A5083229654,Henry G. Friesen,,,,1
W2029028122,Hemagglutinating 7 <i>S</i> Subunits of 19 <i>S</i> Cold Agglutinins,1967-08-25,24,journal-article,5212402,1,A5028609371,Amiel G. Cooper,"Medical Research Council Research Group on Haemolytic Mechanisms, Royal Postgraduate Medical School, London, England",Medical Research Council,I90344618,1
W2047546703,Altered Cell Walls of Staphylococcus aureus resistant to Methicillin,1970-03-01,24,journal-article,5198089,1,A5058753721,L. D. Sabath,"Thorndike Memorial Laboratory (Channing Laboratory), Harvard Medical Unit, Boston City Hospital and Department of Medicine, Harvard Medical School, Boston",Harvard University,I136199984,1
W2047546703,Altered Cell Walls of Staphylococcus aureus resistant to Methicillin,1970-03-01,24,journal-article,5198089,2,A5057119947,Charles D. Leaf,"Thorndike Memorial Laboratory (Channing Laboratory), Harvard Medical Unit, Boston City Hospital and Department of Medicine, Harvard Medical School, Boston",Harvard University,I136199984,1
W2047546703,Altered Cell Walls of Staphylococcus aureus resistant to Methicillin,1970-03-01,24,journal-article,5198089,3,A5054623608,Deborah A. Gerstein,"Thorndike Memorial Laboratory (Channing Laboratory), Harvard Medical Unit, Boston City Hospital and Department of Medicine, Harvard Medical School, Boston",Harvard University,I136199984,1
W2047546703,Altered Cell Walls of Staphylococcus aureus resistant to Methicillin,1970-03-01,24,journal-article,5198089,4,A5044367072,Maxwell Finland,"Thorndike Memorial Laboratory (Channing Laboratory), Harvard Medical Unit, Boston City Hospital and Department of Medicine, Harvard Medical School, Boston",Harvard University,I136199984,1
W1551667110,5′-Adenosine Monophosphate Aminohydrolase,1971-12-01,19,journal-article,5166751,1,A5013030423,Rosa Maria Hemphill,,,,1
W1551667110,5′-Adenosine Monophosphate Aminohydrolase,1971-12-01,19,journal-article,5166751,2,A5050056456,Carol L. Zielke,,,,1
W1551667110,5′-Adenosine Monophosphate Aminohydrolase,1971-12-01,19,journal-article,5166751,3,A5081214591,Clarence H. Suelter,,,,1
W2026140075,Correlation between “Methicillin Resistance” and Serotype in Staphylococcus,1967-03-01,17,journal-article,5182388,1,A5029663256,Y Chabbert,"Laboratoire d'Etudes de Sensibilité aux Antibiotiques, and Laboratoire du Staphylocoque, Institut Pasteur, Paris",Institut Pasteur,I157536573,1
W2026140075,Correlation between “Methicillin Resistance” and Serotype in Staphylococcus,1967-03-01,17,journal-article,5182388,2,A5054299271,J. Fillet,"Laboratoire d'Etudes de Sensibilité aux Antibiotiques, and Laboratoire du Staphylocoque, Institut Pasteur, Paris",Institut Pasteur,I157536573,1
W1523314161,The Specificity of Porcine Elastase and α-Chymotrypsin,1971-10-01,15,journal-article,5165637,1,A5000130797,Thomas H. Marshall,,,,1
W1523314161,The Specificity of Porcine Elastase and α-Chymotrypsin,1971-10-01,15,journal-article,5165637,2,A5049479823,Ay Akgün,,,,1
W2078293662,Attempt to find Genetic Recombination in Anacystis nidulans,1967-08-01,12,journal-article,5183053,1,A5021415827,P. Pikálek,"Department of Genetics, Charles University, Prague",Charles University,I21250087,1
W2089627613,Increased Litter Size in the Rat X-Irradiated during the Estrous Cycle before Mating,1967-08-25,12,journal-article,5212409,1,A5036251655,Eric Hahn,"Department of Radiation Biology and Biophysics, University of Rochester School of Medicine and Dentistry, Rochester, New York 14620",University of Rochester,I5388228,1
W2089627613,Increased Litter Size in the Rat X-Irradiated during the Estrous Cycle before Mating,1967-08-25,12,journal-article,5212409,2,A5011215051,William F. Ward,"Department of Radiation Biology and Biophysics, University of Rochester School of Medicine and Dentistry, Rochester, New York 14620",University of Rochester,I5388228,1
W2044133724,Specificity and Prevention of Antibiotic Resistance in Staphylococcus aureus,1966-01-01,9,journal-article,5178851,1,A5050565669,S. J. De Courcy,"Department of Clinical Pathology, Philadelphia General Hospital and Department of Microbiology, School of Medicine, University of Pennsylvania, Philadelphia",University of Pennsylvania,I79576946,1
W2044133724,Specificity and Prevention of Antibiotic Resistance in Staphylococcus aureus,1966-01-01,9,journal-article,5178851,2,A5048635132,M. G. Sevag,"Department of Clinical Pathology, Philadelphia General Hospital and Department of Microbiology, School of Medicine, University of Pennsylvania, Philadelphia",University of Pennsylvania,I79576946,1
W2171791566,The Effect of Aliphatic Alcohols and Organic Solvents on Reactions Catalyzed by 5-Hydroxy-N-methylpyroglutamate Synthetase,1971-12-01,7,journal-article,5167479,1,A5000098648,Louis B. Hersh,"From the Department of Biochemistry, The University of Texas, Southwestern Medical School at Dallas, Dallas, Texas 75235",The University of Texas Southwestern Medical Center,I867280407,1
W2022690467,"20-Hydroxyecdysone, What It Can Do",1971-12-03,5,journal-article,5165965,1,A5021791834,Franz Engelmann,,,,1
W2134232837,Magnesium Pemoline and Human Performance,1967-08-25,5,journal-article,5212410,1,A5020520885,D. Ewen Cameron,"Albany Medical College of Union University Albany, New York",Albany Medical Center Hospital,I77920804,1
W2134232837,Magnesium Pemoline and Human Performance,1967-08-25,5,journal-article,5212410,1,A5020520885,D. Ewen Cameron,"Albany Medical College of Union University Albany, New York",Union University,I155673605,2
W1998297372,Distribution of Circulation Rates within a Single Tissue Type,1967-08-25,4,journal-article,5212404,1,A5034141058,B. A. Hills,"Department of Chemical Engineering, University of Adelaide, Adelaide, Australia",University of Adelaide,I5681781,1
W2047426752,Micromethod for Measuring Microbial Sensitivity to Drugs,1965-10-01,4,journal-article,5178367,1,A5049649254,Walter Koch,"Department of Microbiology and Public Health, Chicago Medical School, Chicago",Rosalind Franklin University of Medicine and Science,I189273616,1
