id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2049323755,0,"THE TILDEN METEOR, AN ILLINOIS DAYLIGHT FALL",1927-11-11,FALSE,1,journal-article,17808999,1,A5011404705,Charles Wylie,,,,1
W2062459299,0,Intranuclear Inclusions in Laryngotracheitis of Chickens,1931-05-29,FALSE,1,journal-article,17808974,1,A5011775866,Oskar Seifried,"Department of Animal Pathology, The Rockefeller Institute For Medical Research, Princeton, New Jersey",,,1
W2070328137,0,"ATTITUDE MEASUREMENT AND ""THE DUNLAP DILEMMA""",1935-03-01,FALSE,1,journal-article,17809031,1,A5046769525,F. L. Wells,,,,1
W2092953021,0,"NOTE ON A SECOND OCCURRENCE OF THE MOSASAURIAN REPTILE, GLOBIDENS",1927-11-11,FALSE,1,journal-article,17809001,1,A5089134721,Charles W. Gilmore,U. S. National Museum,National Museum,I4210088520,1
W1987164363,0,A NEW OUTLET FOR UNABRIDGED SCIENTIFIC PAPERS,1935-03-01,FALSE,0,journal-article,17809032,1,A5084122219,Milton J. Polissar,"Armstrong College Berkeley, Calif.",Armstrong Atlantic State University,I226413961,1
W1996298072,0,"RESEARCH PROBLEMS ""ASSIGNED TO"" UNIVERSITY PROFESSORS AND THEIR STUDENTS",1920-11-19,FALSE,0,journal-article,17809024,1,A5056009634,Charles T. Brues,,,,1
W1996879919,0,AN UNFAVORABLE SPAWNING SEASON FOR MULLET,1920-11-19,FALSE,0,journal-article,17809021,1,A5069647123,Charles Howard Edmondson,University of hawaii,University of Hawaii System,I1331384533,1
W1997979501,0,EARLY GEOGRAPHY IN NORTHERN ILLINOIS,1935-03-01,FALSE,0,journal-article,17809030,1,A5033260267,Derwent Whittlesey,,,,1
W1999971887,0,REMARK ON FAMILY NAMES,1920-11-19,FALSE,0,journal-article,17809022,1,A5029380348,Thos. L. Casey,,,,1
W2008731807,0,SALINE DRINKING WATER AND ABNORMAL LIVESTOCK,1930-10-10,FALSE,0,journal-article,17808980,1,A5035957877,Leroy S. Palmer,"University of Minnesota, Agricultural Experiment Station",Arkansas Agricultural Experiment Station,I2799886051,1
W2008731807,0,SALINE DRINKING WATER AND ABNORMAL LIVESTOCK,1930-10-10,FALSE,0,journal-article,17808980,1,A5035957877,Leroy S. Palmer,"University of Minnesota, Agricultural Experiment Station",University of Minnesota,I130238516,2
W2008731807,0,SALINE DRINKING WATER AND ABNORMAL LIVESTOCK,1930-10-10,FALSE,0,journal-article,17808980,2,A5069058782,Clarence Henry Eckles,"University of Minnesota, Agricultural Experiment Station",Arkansas Agricultural Experiment Station,I2799886051,1
W2008731807,0,SALINE DRINKING WATER AND ABNORMAL LIVESTOCK,1930-10-10,FALSE,0,journal-article,17808980,2,A5069058782,Clarence Henry Eckles,"University of Minnesota, Agricultural Experiment Station",University of Minnesota,I130238516,2
W2015199760,0,A Modification of Krogh's Differential Manometer,1931-05-29,FALSE,0,journal-article,17808971,1,A5014110342,David Fink,Bureau of Entomology,Institute of Entomology,I4210122510,1
W2018773602,0,REGULATION OF BODY TEMPERATURE IN OPOSSUMS OF THE GENUS MARMOSA,1930-10-10,FALSE,0,journal-article,17808981,1,A5054747501,Otis Wade,"Department of Zoology and Anatomy, University of Nebraska",University of Nebraska–Lincoln,I114395901,1
W2029845884,0,A VARIABLE RESISTANCE PNEUMOGRAPH AND AN ELECTROMAGNETIC TAMBOUR,1930-10-10,FALSE,0,journal-article,17808985,1,A5065493859,Lyman S. Judson,,,,1
W2029845884,0,A VARIABLE RESISTANCE PNEUMOGRAPH AND AN ELECTROMAGNETIC TAMBOUR,1930-10-10,FALSE,0,journal-article,17808985,2,A5075829176,Paul E. Griffith,,,,1
W2043300552,0,MORE AND BETTER ETHICS FOR SCIENTIFIC MEN,1927-11-11,FALSE,0,journal-article,17809000,1,A5002799279,Robert C. Miller,"Univ of Washington, Seattle#TAB#",Seattle University,I58610484,1
W2045666885,0,THE PHYLLOTAX--A PRACTICAL APPARATUS FOR DEMONSTRATING DIVERGENCE,1931-05-29,FALSE,0,journal-article,17808973,1,A5069657438,Jacques Rousseau,Université de Montréal; Canada,University of Montreal,I70931966,1
W2054138693,0,THE RESEARCH SPIRIT IN EVERYDAY LIFE OF THE AVERAGE MAN,1920-11-19,FALSE,0,journal-article,17809018,1,A5030606988,John C. Merriam,,,,1
W2066771550,0,"HOMO SAPIENS, VAR. CHICAGOIENSIS",1930-10-10,FALSE,0,journal-article,17808983,1,A5021169663,Ramsay Spillman,,,,1
W2128330416,0,JOINT MEETING OF THE EXECUTIVE COMMITTEE OF THE AMERICAN ASSOCIATION AND THE EXECUTIVE COMMITTEE OF THE PACIFIC DIVISION,1930-10-10,FALSE,0,journal-article,17808987,1,A5008056813,J. Murray Luck,,,,1
W2141566094,0,CONCERNING OWL ATTACKS,1930-10-10,FALSE,0,journal-article,17808984,1,A5027682454,Albert M. Reese,WEST VIRGINIA UNIVERSITY,West Virginia University,I12097938,1
W2144843102,0,AGE OF THE HOUNSFIELD BENTONITE,1930-10-10,FALSE,0,journal-article,17808982,1,A5014912605,George Kay,Columbia University,Columbia University,I78577930,1
W2164547964,0,Ionic Equilibria in the Serum in Relation to the Critical Temperature,1931-05-29,FALSE,0,journal-article,17808975,1,A5040639919,P. Lecomte du Noüy,"Department of Biophysics , Institut Pasteur , Paris",Institut Pasteur,I157536573,1
W2464025930,0,THE LAWS OF HYBRIDIZING DISCOVERED BY RICHARD DIENER,1920-11-19,FALSE,0,journal-article,17809023,1,A5073953727,C Lj,,,,1
W4211005559,0,DOCTORATES CONFERRED IN THE SCIENCES BY AMERICAN UNIVERSITIES IN 1920,1920-11-19,FALSE,0,journal-article,17809019,1,A5031706068,Coral Hull,,,,1
W4241880927,0,FOREST PATHOLOGY,1930-10-10,FALSE,0,journal-article,17808978,1,A5037294734,E. E. Hubert,,,,1
W4254166431,0,MINUTES OF THE EXECUTIVE COMMITTEE OF THE COUNCIL,1920-11-19,FALSE,0,journal-article,17809026,1,A5066455288,B. E. Livingston,,,,1
W1963533648,45,Carbyne Forms of Carbon: Do They Exist?,1982-05-28,FALSE,150,journal-article,17809068,1,A5050138521,P. P. K. Smith,"Departments of Geology and Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W1963533648,45,Carbyne Forms of Carbon: Do They Exist?,1982-05-28,FALSE,150,journal-article,17809068,2,A5045756435,Peter R. Buseck,"Departments of Geology and Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W1994279919,61,Catastrophic Decline of a Top Carnivore in the Gulf of California Rocky Intertidal Zone,1982-05-28,FALSE,105,journal-article,17809070,1,A5012316139,Michael L. Dungan,"Department of Ecology and Evolutionary Biology, University of Arizona, Tucson 85721",University of Arizona,I138006243,1
W1994279919,61,Catastrophic Decline of a Top Carnivore in the Gulf of California Rocky Intertidal Zone,1982-05-28,FALSE,105,journal-article,17809070,2,A5046274520,Thomas E. Miller,"W. K. Kellogg Biological Station, Michigan State University, Hickory Corners 49060.",Michigan State University,I87216513,1
W1994279919,61,Catastrophic Decline of a Top Carnivore in the Gulf of California Rocky Intertidal Zone,1982-05-28,FALSE,105,journal-article,17809070,3,A5073244284,Donald A. Thomson,"Department of Ecology & Evolutionary Biology, University of Arizona, Tucson,",University of Arizona,I138006243,1
W2031224888,52,"Geochronology of Type Uquian (Late Cenozoic) Land Mammal Age, Argentina",1982-05-28,FALSE,66,journal-article,17809069,1,A5057396840,Larry G. Marshall,"Department of Geology, Field Museum of Natural History, Chicago, Illinois 60605",Field Museum of Natural History,I2802093357,1
W2031224888,52,"Geochronology of Type Uquian (Late Cenozoic) Land Mammal Age, Argentina",1982-05-28,FALSE,66,journal-article,17809069,2,A5051588303,Robert F. Butler,"Department of Geosciences, University of Arizona, Tucson 85721",University of Arizona,I138006243,1
W2031224888,52,"Geochronology of Type Uquian (Late Cenozoic) Land Mammal Age, Argentina",1982-05-28,FALSE,66,journal-article,17809069,3,A5030439577,Robert E. Drake,"Department of Geology and Geophysics, University of California, Berkeley 94720","University of California, Berkeley",I95457486,1
W2031224888,52,"Geochronology of Type Uquian (Late Cenozoic) Land Mammal Age, Argentina",1982-05-28,FALSE,66,journal-article,17809069,4,A5055357513,Garniss H. Curtis,"Department of Geology and Geophysics, University of California, Berkeley 94720","University of California, Berkeley",I95457486,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,1,A5019828593,Ana L. Moore,"Department of Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,2,A5077728565,Anna Joy,"Department of Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,3,A5064041490,R. Tom,"Department of Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,4,A5082113971,Devens Gust,"Department of Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,5,A5006939009,Thomas A. Moore,"Department of Chemistry, Arizona State University, Tempe 85287",Arizona State University,I55732556,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,6,A5069700761,René V. Bensasson,"Laboratoire de Biophysique, INSERM U201, Muséum National d'Histoire Naturelle, 75005 Paris, France",Inserm,I154526488,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,7,A5057626848,Edward J. Land,"Paterson Laboratories, Christie Hospital and Holt Radium Institute, Manchester M20 9BX, England",The Christie Hospital,I4210131968,1
W2063781797,80,Photoprotection by Carotenoids During Photosynthesis: Motional Dependence of Intramolecular Energy Transfer,1982-05-28,FALSE,64,journal-article,17809067,7,A5057626848,Edward J. Land,"Paterson Laboratories, Christie Hospital and Holt Radium Institute, Manchester M20 9BX, England",Cancer Research UK Manchester Institute,I4210129527,2
W2085634686,36,"Bismuth Vanadate: A High-Pressure, High-Temperature Crystallographic Study of the Ferroelastic-Paraelastic Transition",1982-05-28,FALSE,64,journal-article,17809071,1,A5088357781,Robert M. Hazen,"Geophysical Laboratory, Carnegie Institution of Washington, Washington, D.C. 20008",Carnegie Institution for Science,I196817621,1
W2085634686,36,"Bismuth Vanadate: A High-Pressure, High-Temperature Crystallographic Study of the Ferroelastic-Paraelastic Transition",1982-05-28,FALSE,64,journal-article,17809071,1,A5088357781,Robert M. Hazen,"Geophysical Laboratory, Carnegie Institution of Washington, Washington, D.C. 20008",Geophysical Laboratory,I4210150103,2
W2085634686,36,"Bismuth Vanadate: A High-Pressure, High-Temperature Crystallographic Study of the Ferroelastic-Paraelastic Transition",1982-05-28,FALSE,64,journal-article,17809071,2,A5022722840,J. W. E. Mariathasan,"Clarendon Laboratory, Parks Road, Oxford, OX1 3PU, England",Clarendon College,I2800007677,1
W2031670813,42,Stem Rust of Wheat 3300 Years Old Found in Israel,1982-05-28,FALSE,50,journal-article,17809072,1,A5035911848,Mordechai E. Kislev,"Department of Life Sciences, Bar-Ilan University, Ramat-Gan, Israel",Bar-Ilan University,I13955877,1
W1973580691,51,Batan Grande: A Prehistoric Metallurgical Center in Peru,1982-05-28,FALSE,47,journal-article,17809051,1,A5029326099,Izumi Shimada,"Assistant professor of anthropology at Princeton University, Princeton, New Jersey 08544",Princeton University,I20089843,1
W1973580691,51,Batan Grande: A Prehistoric Metallurgical Center in Peru,1982-05-28,FALSE,47,journal-article,17809051,2,A5047295218,Stephen Epstein,"Graduate student in the Department of Anthropology and research assistant at the Museum Applied Science Center for Archaeology, University of Pennsylvania, Philadelphia 19104",University of Pennsylvania,I79576946,1
W1973580691,51,Batan Grande: A Prehistoric Metallurgical Center in Peru,1982-05-28,FALSE,47,journal-article,17809051,3,A5028258251,Alan K. Craig,"Professor of geography at Florida Atlantic University, Boca Raton 33431",Florida Atlantic University,I63772739,1
W2045239446,71,"Solar Flares, Proton Showers, and the Space Shuttle",1982-05-28,FALSE,29,journal-article,17809050,1,A5028231774,David M. Rust,"Senior staff scientist at American Science and Engineering, Inc., Cambridge, Massachusetts 02139",,,1
W2120525659,46,Hydrocarbon Resources of the Eastern Overthrust Belt: A Realistic Evaluation,1982-05-28,FALSE,21,journal-article,17809066,1,A5006185505,Robert D. Hatcher,"Department of Geology, University of South Carolina, Columbia 29208",University of South Carolina,I155781252,1
W2079100752,0,THE OCCURRENCE AND ACTIVITY OF UREA-SPLITTING BACTERIA IN THE SEA,1935-03-01,FALSE,19,journal-article,17809036,1,A5035621632,Claude E. ZoBell,"Scripps Institution of Oceanography, University of California, La Jolla, Calif",Scripps Institution of Oceanography,I150209017,1
W2079100752,0,THE OCCURRENCE AND ACTIVITY OF UREA-SPLITTING BACTERIA IN THE SEA,1935-03-01,FALSE,19,journal-article,17809036,2,A5055592481,Catharine B. Feltham,"Scripps Institution of Oceanography, University of California, La Jolla, Calif",Scripps Institution of Oceanography,I150209017,1
W2015947179,0,A GROWTH-INHIBITING SUBSTANCE IN LETTUCE SEEDS,1935-03-01,FALSE,15,journal-article,17809037,1,A5023096686,A. L. Shuck,,,,1
W1969653469,0,Journals: Fearing the Electronic Future,1982-05-28,FALSE,8,journal-article,17809053,1,A5074463785,William J. Broad,,,,1
W2061916680,0,Fossil Maize Polleti in Mexico,1982-05-28,FALSE,7,journal-article,17809044,1,A5017233180,Paul B. Sears,,,,1
W2027101636,0,New Evidence Fuels Antarctic Ice Debate,1982-05-28,FALSE,6,journal-article,17809060,1,A5066396457,Richard A. Kerr,,,,1
W1974615397,0,Essential Federal Information Services,1982-05-28,FALSE,4,journal-article,17809049,1,A5064022804,Philip H. Abelson,,,,1
W2065184153,0,"SECTION I, SOCIAL AND ECONOMIC SCIENCE",1901-12-13,FALSE,4,journal-article,17809076,1,A5011424070,Raymond A. Pearson,,,,1
W2025553280,0,A SECOND EXPERIMENTAL METHOD FOR INCREASING AUDITORY ACUITY,1935-03-01,FALSE,3,journal-article,17809033,1,A5028672918,Walter Hughson,The Johns Hopkins Medical School,,,1
W2073937371,0,New Code Is Broken,1982-05-28,FALSE,2,journal-article,17809058,1,A5074271852,Gina Kolata,,,,1
W2036392692,0,THE GEOGRAPHICAL DISTRIBUTION OF FISHES,1901-12-13,FALSE,1,journal-article,17809081,1,A5001682230,David Starr Jordan,,,,1
W2068649485,0,SELENITE--A CRITERION OF EFFECTIVE WIND SCOUR,1935-03-01,FALSE,1,journal-article,17809034,1,A5089213184,Kirk Bryan,,,,1
W2068649485,0,SELENITE--A CRITERION OF EFFECTIVE WIND SCOUR,1935-03-01,FALSE,1,journal-article,17809034,2,A5080510067,Walter H. Schoewe,,,,1
W1971607124,0,Science Education--Deja Vu Revised,1982-05-28,FALSE,0,journal-article,17809052,1,A5091680206,John H. Walsh,,,,1
W1986726511,0,What Is the Economist's Task?: The current recession illustrates his responsibilities as an analyst and as an adviser on public measures.,1958-08-01,FALSE,0,journal-article,17809039,1,A5050095833,Gerhard Colm,,,,1
W1995639602,0,Family Behavior as Maximization,1982-05-28,FALSE,0,journal-article,17809061,1,A5003818132,Warren C. Sanderson,,,,1
W2013678741,0,Wyngaarden Meets the Press,1982-05-28,FALSE,0,journal-article,17809056,1,A5047776756,Barbara J. Culliton,,,,1
W2021364249,0,The Missile Debate,1982-05-28,FALSE,0,journal-article,17809048,1,A5068307642,Martin Roeder,"Department of Biological Science. Florida State University, Tallahassee 32306",Florida State University,I103163165,1
W2024681666,0,Bald Eagles on the Rise,1982-05-28,FALSE,0,journal-article,17809057,1,A5061607254,Constance Holdèn,,,,1
W2043830836,0,"Poland, United States Exchange Expulsions",1982-05-28,FALSE,0,journal-article,17809054,1,A5030446968,John E. Walsh,,,,1
W2068149032,0,More on Yellow Rain,1982-05-28,FALSE,0,journal-article,17809055,1,A5022172922,Eliot Marshall,,,,1
W2068789780,0,PREGLACIAL DRAINAGE IN SOUTHWESTERN OHIO,1901-12-13,FALSE,0,journal-article,17809080,1,A5007397052,Gerard Fowke,,,,1
W2070019203,0,Odd Amino Acids in a Meteorite,1982-05-28,FALSE,0,journal-article,17809059,1,A5066396457,Richard A. Kerr,,,,1
W2076540915,0,A SIMPLE METHOD FOR MAKING LOWPOWER PHOTOMICROGRAPHS,1935-03-01,FALSE,0,journal-article,17809035,1,A5080657356,F. Martin Brown,,,,1
W2076540915,0,A SIMPLE METHOD FOR MAKING LOWPOWER PHOTOMICROGRAPHS,1935-03-01,FALSE,0,journal-article,17809035,2,A5005659472,L. E. Chadwick,,,,1
W2080399551,0,SOCIETIES AND ACADEMIES,1901-12-13,FALSE,0,journal-article,17809079,1,A5018395704,F. L. Tufts,,,,1
W2092660410,0,THE SENEGAL BAOBAB TREE,1901-12-13,FALSE,0,journal-article,17809083,1,A5041196146,C. A. White,,,,1
W3025376690,0,Gravitation,1982-05-28,FALSE,0,journal-article,17809065,1,A5072222216,D. H. Douglass,,,,1
W3025376690,0,Gravitation,1982-05-28,FALSE,0,journal-article,17809065,2,A5026373346,Mark F. Bocko,,,,1
W3035493035,0,Threatened Plants,1982-05-28,FALSE,0,journal-article,17809062,1,A5007740535,Ghillean T. Prance,,,,1
W3085799529,0,Epithelial Electrophysiology,1982-05-28,FALSE,0,journal-article,17809063,1,A5021741030,Kenneth R. Spring,,,,1
W3136534514,0,Protozoology,1982-05-28,FALSE,0,journal-article,17809064,1,A5008485632,A. G. Chabaud,,,,1
W4238754057,0,JOSEPH HIRSCH,1901-12-13,FALSE,0,journal-article,17809078,1,A5050070282,R. H. Thurston,,,,1
W4239075466,0,SHORTER ARTICLES,1901-12-13,FALSE,0,journal-article,17809082,1,A5034532260,Theodore Gill,,,,1
W4239075466,0,SHORTER ARTICLES,1901-12-13,FALSE,0,journal-article,17809082,2,A5068970951,C. H. Townsend,,,,1
W4240569250,0,Equipment,1958-08-01,FALSE,0,journal-article,17809043,1,A5005563472,Joshua Stern,National Bureau of Standards,National Institute of Standards,I4210124755,1
W4240569250,0,Equipment,1958-08-01,FALSE,0,journal-article,17809043,1,A5005563472,Joshua Stern,National Bureau of Standards,National Institute of Standards and Technology,I1321296531,2
W4246173400,0,Countdown at Geneva,1958-08-01,FALSE,0,journal-article,17809038,1,A5091053564,J. T.,,,,1
W4213028363,46,Photoelectrochemistry,1980-01-11,FALSE,570,journal-article,17809089,1,A5005657217,Allen J. Bard,"Professor of chemistry in the Department of Chemistry at the University of Texas, Austin 78712",The University of Texas at Austin,I86519309,1
W2086678911,69,Geology of the Athabasca Oil Sands,1980-01-11,FALSE,144,journal-article,17809090,1,A5021690934,Grant D. Mossop,"Manager of oil sands geology research, Geology Division, Alberta Research Council, Edmonton, Alberta, Canada T6G 2C2",,,1
W1988250928,42,Acid Precipitation in the Western United States,1980-01-11,FALSE,96,journal-article,17809099,1,A5078830743,William M. Lewis,"Department of Environmental, Population, and Organismic Biology, University of Colorado, Boulder 80309",University of Colorado Boulder,I188538660,1
W1988250928,42,Acid Precipitation in the Western United States,1980-01-11,FALSE,96,journal-article,17809099,2,A5087353406,Michael C. Grant,"Department of Environmental, Population, and Organismic Biology, University of Colorado, Boulder 80309",University of Colorado Boulder,I188538660,1
W2091204060,57,Synthesis of Lipid During Photosynthesis by Phytoplankton of the Southern Ocean,1980-01-11,FALSE,80,journal-article,17809104,1,A5033515498,Andrew Smith,"Bigelow Laboratory for Ocean Sciences, Division of Northeastern Research Foundation, McKown Point, West Boothbay Harbor, Maine 04575",Bigelow Laboratory for Ocean Sciences,I2800663845,1
W2091204060,57,Synthesis of Lipid During Photosynthesis by Phytoplankton of the Southern Ocean,1980-01-11,FALSE,80,journal-article,17809104,2,A5089264902,I. Morris,"Bigelow Laboratory for Ocean Sciences, Division of Northeastern Research Foundation, McKown Point, West Boothbay Harbor, Maine 04575",Bigelow Laboratory for Ocean Sciences,I2800663845,1
W2023880010,36,Ganymede: Radar Surface Characteristics,1980-01-11,FALSE,68,journal-article,17809101,1,A5036753897,Robert S. Goldstein,"Jet Propulsion Laboratory, California Institute of Technology. Pasadena 91103",Jet Propulsion Lab,I1334627681,1
W2023880010,36,Ganymede: Radar Surface Characteristics,1980-01-11,FALSE,68,journal-article,17809101,2,A5055831623,R. R. Green,"Jet Propulsion Laboratory, California Institute of Technology. Pasadena 91103",Jet Propulsion Lab,I1334627681,1
W2007608089,47,Pyroxferroite: Stability and X-ray Crystallography of Synthetic Ca <sub>0.15</sub> Fe <sub>0.85</sub> SiO <sub>3</sub> Pyroxenoid,1970-04-17,FALSE,49,journal-article,17809134,1,A5068444955,D. H. Lindsley,"Geophysical Laboratory, Carnegie Institution of Washington, Washington, D.C. 20008",Carnegie Institution for Science,I196817621,1
W2007608089,47,Pyroxferroite: Stability and X-ray Crystallography of Synthetic Ca <sub>0.15</sub> Fe <sub>0.85</sub> SiO <sub>3</sub> Pyroxenoid,1970-04-17,FALSE,49,journal-article,17809134,1,A5068444955,D. H. Lindsley,"Geophysical Laboratory, Carnegie Institution of Washington, Washington, D.C. 20008",Geophysical Laboratory,I4210150103,2
W2007608089,47,Pyroxferroite: Stability and X-ray Crystallography of Synthetic Ca <sub>0.15</sub> Fe <sub>0.85</sub> SiO <sub>3</sub> Pyroxenoid,1970-04-17,FALSE,49,journal-article,17809134,2,A5069189280,Charles W. Burnham,"Department of Geological Sciences, Harvard University, Cambridge, Massachusetts 02138",Harvard University,I136199984,1
W1996466379,38,Fission Track Ages and Ages of Deposition of Deep-Sea Microtektites,1970-04-17,FALSE,46,journal-article,17809131,1,A5048575847,W. Gentner,"Max-Planck Institut für Kernphysik, Heidelberg, Germany",Max Planck Institute for Nuclear Physics,I4210156266,1
W1996466379,38,Fission Track Ages and Ages of Deposition of Deep-Sea Microtektites,1970-04-17,FALSE,46,journal-article,17809131,2,A5043181397,B. P. Glass,"U. S. Army Corps of Engineers, Goddard Space Flight Center, Greenbelt, Maryland 20771",United States Army Corps of Engineers,I1306490931,1
W1996466379,38,Fission Track Ages and Ages of Deposition of Deep-Sea Microtektites,1970-04-17,FALSE,46,journal-article,17809131,2,A5043181397,B. P. Glass,"U. S. Army Corps of Engineers, Goddard Space Flight Center, Greenbelt, Maryland 20771",Goddard Space Flight Center,I1306266525,2
W1996466379,38,Fission Track Ages and Ages of Deposition of Deep-Sea Microtektites,1970-04-17,FALSE,46,journal-article,17809131,3,A5089544440,D. Störzer,"Max Planck-Institut für Kernphysik, Heidelberg,",Max Planck Institute for Nuclear Physics,I4210156266,1
